gapSppCode,gapComName,gapSciName,iucnTaxonID,iucnComName,iucnSciName,iucnOriginUS,iucnCategory,iucnPopulationTrend,iucnTrend,hucCount,meanPercUse,habBreadth,percL2,L2endemic,Jend,Endemic,Group,Subgroup,potRare,Spp,na_l2code,na_l2name,totalSppPix,SppProt,SppPercProt,Spp_L2
bFEPOx,Ferruginous Pygmy-owl,Glaucidium brasilianum,61815999.0,Ferruginous Pygmy-owl,Glaucidium brasilianum,Native,LC,decreasing,1,587,43.3074480945,0,78.3419352102,1,0,0,D,DD,1,bFEPOx,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN,869241,35177,4,bFEPOx_9.6
bFICRx,Fish Crow,Corvus ossifragus,22705993.0,Fish Crow,Corvus ossifragus,Native,LC,increasing,0,13364,51.5461162677,0,51.6117512291,1,1,1,B,TR,1,bFICRx,15.4,EVERGLADES,19840174,3645907,18,bFICRx_15.4
bFICRx,Fish Crow,Corvus ossifragus,22705993.0,Fish Crow,Corvus ossifragus,Native,LC,increasing,0,13364,51.5461162677,0,51.6117512291,1,1,1,B,TR,1,bFICRx,5.3,ATLANTIC HIGHLANDS,2158888,110994,5,bFICRx_5.3
bFICRx,Fish Crow,Corvus ossifragus,22705993.0,Fish Crow,Corvus ossifragus,Native,LC,increasing,0,13364,51.5461162677,0,51.6117512291,1,1,1,B,TR,1,bFICRx,8.1,MIXED WOOD PLAINS,21630488,224715,1,bFICRx_8.1
bFICRx,Fish Crow,Corvus ossifragus,22705993.0,Fish Crow,Corvus ossifragus,Native,LC,increasing,0,13364,51.5461162677,0,51.6117512291,1,1,1,B,TR,1,bFICRx,8.3,SOUTHEASTERN USA PLAINS,401462009,8567390,2,bFICRx_8.3
bFICRx,Fish Crow,Corvus ossifragus,22705993.0,Fish Crow,Corvus ossifragus,Native,LC,increasing,0,13364,51.5461162677,0,51.6117512291,1,1,1,B,TR,1,bFICRx,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,27573813,403091,1,bFICRx_8.4
bFICRx,Fish Crow,Corvus ossifragus,22705993.0,Fish Crow,Corvus ossifragus,Native,LC,increasing,0,13364,51.5461162677,0,51.6117512291,1,1,1,B,TR,1,bFICRx,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,293659511,23457385,8,bFICRx_8.5
bFICRx,Fish Crow,Corvus ossifragus,22705993.0,Fish Crow,Corvus ossifragus,Native,LC,increasing,0,13364,51.5461162677,0,51.6117512291,1,1,1,B,TR,1,bFICRx,9.2,TEMPERATE PRAIRIES,1854174,20152,1,bFICRx_9.2
bFICRx,Fish Crow,Corvus ossifragus,22705993.0,Fish Crow,Corvus ossifragus,Native,LC,increasing,0,13364,51.5461162677,0,51.6117512291,1,1,1,B,TR,1,bFICRx,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,1111136,57689,5,bFICRx_9.4
bFICRx,Fish Crow,Corvus ossifragus,22705993.0,Fish Crow,Corvus ossifragus,Native,LC,increasing,0,13364,51.5461162677,0,51.6117512291,1,1,1,B,TR,1,bFICRx,9.5,TEXAS-LOUISIANA COASTAL PLAIN,8559811,60931,1,bFICRx_9.5
bFISPx,Field Sparrow,Spizella pusilla,22721179.0,Field Sparrow,Spizella pusilla,Native,LC,decreasing,1,49622,48.4177891328,0,0.0,0,0,0,D,DD,1,bFISPx,10.1,COLD DESERTS,1667143,251706,15,bFISPx_10.1
bFISPx,Field Sparrow,Spizella pusilla,22721179.0,Field Sparrow,Spizella pusilla,Native,LC,decreasing,1,49622,48.4177891328,0,0.0,0,0,0,D,DD,1,bFISPx,10.2,WARM DESERTS,80772195,1517584,2,bFISPx_10.2
bFISPx,Field Sparrow,Spizella pusilla,22721179.0,Field Sparrow,Spizella pusilla,Native,LC,decreasing,1,49622,48.4177891328,0,0.0,0,0,0,D,DD,1,bFISPx,13.1,UPPER GILA MOUNTAINS,1470871,142872,10,bFISPx_13.1
bFISPx,Field Sparrow,Spizella pusilla,22721179.0,Field Sparrow,Spizella pusilla,Native,LC,decreasing,1,49622,48.4177891328,0,0.0,0,0,0,D,DD,1,bFISPx,15.4,EVERGLADES,892691,20225,2,bFISPx_15.4
bFISPx,Field Sparrow,Spizella pusilla,22721179.0,Field Sparrow,Spizella pusilla,Native,LC,decreasing,1,49622,48.4177891328,0,0.0,0,0,0,D,DD,1,bFISPx,5.2,MIXED WOOD SHIELD,10982547,514980,5,bFISPx_5.2
bFISPx,Field Sparrow,Spizella pusilla,22721179.0,Field Sparrow,Spizella pusilla,Native,LC,decreasing,1,49622,48.4177891328,0,0.0,0,0,0,D,DD,1,bFISPx,5.3,ATLANTIC HIGHLANDS,14384765,300710,2,bFISPx_5.3
bFISPx,Field Sparrow,Spizella pusilla,22721179.0,Field Sparrow,Spizella pusilla,Native,LC,decreasing,1,49622,48.4177891328,0,0.0,0,0,0,D,DD,1,bFISPx,6.2,WESTERN CORDILLERA,13064405,881969,7,bFISPx_6.2
bFISPx,Field Sparrow,Spizella pusilla,22721179.0,Field Sparrow,Spizella pusilla,Native,LC,decreasing,1,49622,48.4177891328,0,0.0,0,0,0,D,DD,1,bFISPx,8.1,MIXED WOOD PLAINS,134729402,1479778,1,bFISPx_8.1
bFISPx,Field Sparrow,Spizella pusilla,22721179.0,Field Sparrow,Spizella pusilla,Native,LC,decreasing,1,49622,48.4177891328,0,0.0,0,0,0,D,DD,1,bFISPx,8.2,CENTRAL USA PLAINS,172685839,1062736,1,bFISPx_8.2
bFISPx,Field Sparrow,Spizella pusilla,22721179.0,Field Sparrow,Spizella pusilla,Native,LC,decreasing,1,49622,48.4177891328,0,0.0,0,0,0,D,DD,1,bFISPx,8.3,SOUTHEASTERN USA PLAINS,431727126,3930311,1,bFISPx_8.3
bFISPx,Field Sparrow,Spizella pusilla,22721179.0,Field Sparrow,Spizella pusilla,Native,LC,decreasing,1,49622,48.4177891328,0,0.0,0,0,0,D,DD,1,bFISPx,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,178739364,1479238,1,bFISPx_8.4
bFISPx,Field Sparrow,Spizella pusilla,22721179.0,Field Sparrow,Spizella pusilla,Native,LC,decreasing,1,49622,48.4177891328,0,0.0,0,0,0,D,DD,1,bFISPx,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,89186089,3456526,4,bFISPx_8.5
bFISPx,Field Sparrow,Spizella pusilla,22721179.0,Field Sparrow,Spizella pusilla,Native,LC,decreasing,1,49622,48.4177891328,0,0.0,0,0,0,D,DD,1,bFISPx,9.2,TEMPERATE PRAIRIES,197948740,3369993,2,bFISPx_9.2
bFISPx,Field Sparrow,Spizella pusilla,22721179.0,Field Sparrow,Spizella pusilla,Native,LC,decreasing,1,49622,48.4177891328,0,0.0,0,0,0,D,DD,1,bFISPx,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,312118470,3658439,1,bFISPx_9.3
bFISPx,Field Sparrow,Spizella pusilla,22721179.0,Field Sparrow,Spizella pusilla,Native,LC,decreasing,1,49622,48.4177891328,0,0.0,0,0,0,D,DD,1,bFISPx,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,810596021,4481111,1,bFISPx_9.4
bFISPx,Field Sparrow,Spizella pusilla,22721179.0,Field Sparrow,Spizella pusilla,Native,LC,decreasing,1,49622,48.4177891328,0,0.0,0,0,0,D,DD,1,bFISPx,9.5,TEXAS-LOUISIANA COASTAL PLAIN,54124363,1294344,2,bFISPx_9.5
bFISPx,Field Sparrow,Spizella pusilla,22721179.0,Field Sparrow,Spizella pusilla,Native,LC,decreasing,1,49622,48.4177891328,0,0.0,0,0,0,D,DD,1,bFISPx,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN,55063546,176897,0,bFISPx_9.6
bFLOWx,Flammulated Owl,Otus flammeolus,22688637.0,Flammulated Owl,Psiloscops flammeolus,Native,LC,decreasing,1,15496,36.7176968359,0,63.932113169,1,0,0,D,DD,1,bFLOWx,10.1,COLD DESERTS,108649364,13673729,13,bFLOWx_10.1
bFLOWx,Flammulated Owl,Otus flammeolus,22688637.0,Flammulated Owl,Psiloscops flammeolus,Native,LC,decreasing,1,15496,36.7176968359,0,63.932113169,1,0,0,D,DD,1,bFLOWx,10.2,WARM DESERTS,7213249,2810512,39,bFLOWx_10.2
bFLOWx,Flammulated Owl,Otus flammeolus,22688637.0,Flammulated Owl,Psiloscops flammeolus,Native,LC,decreasing,1,15496,36.7176968359,0,63.932113169,1,0,0,D,DD,1,bFLOWx,11.1,MEDITERRANEAN CALIFORNIA,4478346,461797,10,bFLOWx_11.1
bFLOWx,Flammulated Owl,Otus flammeolus,22688637.0,Flammulated Owl,Psiloscops flammeolus,Native,LC,decreasing,1,15496,36.7176968359,0,63.932113169,1,0,0,D,DD,1,bFLOWx,12.1,WESTERN SIERRA MADRE PIEDMONT,7128259,1934423,27,bFLOWx_12.1
bFLOWx,Flammulated Owl,Otus flammeolus,22688637.0,Flammulated Owl,Psiloscops flammeolus,Native,LC,decreasing,1,15496,36.7176968359,0,63.932113169,1,0,0,D,DD,1,bFLOWx,13.1,UPPER GILA MOUNTAINS,62353430,4638334,7,bFLOWx_13.1
bFLOWx,Flammulated Owl,Otus flammeolus,22688637.0,Flammulated Owl,Psiloscops flammeolus,Native,LC,decreasing,1,15496,36.7176968359,0,63.932113169,1,0,0,D,DD,1,bFLOWx,6.2,WESTERN CORDILLERA,348091112,48348796,14,bFLOWx_6.2
bFLOWx,Flammulated Owl,Otus flammeolus,22688637.0,Flammulated Owl,Psiloscops flammeolus,Native,LC,decreasing,1,15496,36.7176968359,0,63.932113169,1,0,0,D,DD,1,bFLOWx,7.1,MARINE WEST COAST FOREST,1645888,115470,7,bFLOWx_7.1
bFLOWx,Flammulated Owl,Otus flammeolus,22688637.0,Flammulated Owl,Psiloscops flammeolus,Native,LC,decreasing,1,15496,36.7176968359,0,63.932113169,1,0,0,D,DD,1,bFLOWx,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,2111569,64032,3,bFLOWx_9.3
bFLOWx,Flammulated Owl,Otus flammeolus,22688637.0,Flammulated Owl,Psiloscops flammeolus,Native,LC,decreasing,1,15496,36.7176968359,0,63.932113169,1,0,0,D,DD,1,bFLOWx,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,2798682,95403,3,bFLOWx_9.4
bFLSJx,Florida Scrub-jay,Aphelocoma coerulescens,22705629.0,Florida Scrub-jay,Aphelocoma coerulescens,Native,VU,decreasing,1,591,10.8167230302,0,99.4141412116,1,1,1,G,DD,1,bFLSJx,15.4,EVERGLADES,33353,145,0,bFLSJx_15.4
bFLSJx,Florida Scrub-jay,Aphelocoma coerulescens,22705629.0,Florida Scrub-jay,Aphelocoma coerulescens,Native,VU,decreasing,1,591,10.8167230302,0,99.4141412116,1,1,1,G,DD,1,bFLSJx,8.3,SOUTHEASTERN USA PLAINS,13399,1452,11,bFLSJx_8.3
bFLSJx,Florida Scrub-jay,Aphelocoma coerulescens,22705629.0,Florida Scrub-jay,Aphelocoma coerulescens,Native,VU,decreasing,1,591,10.8167230302,0,99.4141412116,1,1,1,G,DD,1,bFLSJx,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,7933328,769606,10,bFLSJx_8.5
bFOSPx,Fox Sparrow,Passerella iliaca,103779110.0,Red Fox-sparrow,Passerella iliaca,Native,LC,stable,0,48516,25.1096587484,0,0.0,0,0,0,A,A,0,bFOSPx,10.1,COLD DESERTS,64841433,7348877,11,bFOSPx_10.1
bFOSPx,Fox Sparrow,Passerella iliaca,103779110.0,Red Fox-sparrow,Passerella iliaca,Native,LC,stable,0,48516,25.1096587484,0,0.0,0,0,0,A,A,0,bFOSPx,10.2,WARM DESERTS,9623808,2361012,25,bFOSPx_10.2
bFOSPx,Fox Sparrow,Passerella iliaca,103779110.0,Red Fox-sparrow,Passerella iliaca,Native,LC,stable,0,48516,25.1096587484,0,0.0,0,0,0,A,A,0,bFOSPx,11.1,MEDITERRANEAN CALIFORNIA,54615880,6945830,13,bFOSPx_11.1
bFOSPx,Fox Sparrow,Passerella iliaca,103779110.0,Red Fox-sparrow,Passerella iliaca,Native,LC,stable,0,48516,25.1096587484,0,0.0,0,0,0,A,A,0,bFOSPx,12.1,WESTERN SIERRA MADRE PIEDMONT,6482146,1587647,24,bFOSPx_12.1
bFOSPx,Fox Sparrow,Passerella iliaca,103779110.0,Red Fox-sparrow,Passerella iliaca,Native,LC,stable,0,48516,25.1096587484,0,0.0,0,0,0,A,A,0,bFOSPx,13.1,UPPER GILA MOUNTAINS,13743856,1829042,13,bFOSPx_13.1
bFOSPx,Fox Sparrow,Passerella iliaca,103779110.0,Red Fox-sparrow,Passerella iliaca,Native,LC,stable,0,48516,25.1096587484,0,0.0,0,0,0,A,A,0,bFOSPx,5.3,ATLANTIC HIGHLANDS,1402839,77706,6,bFOSPx_5.3
bFOSPx,Fox Sparrow,Passerella iliaca,103779110.0,Red Fox-sparrow,Passerella iliaca,Native,LC,stable,0,48516,25.1096587484,0,0.0,0,0,0,A,A,0,bFOSPx,6.2,WESTERN CORDILLERA,309410745,78900091,26,bFOSPx_6.2
bFOSPx,Fox Sparrow,Passerella iliaca,103779110.0,Red Fox-sparrow,Passerella iliaca,Native,LC,stable,0,48516,25.1096587484,0,0.0,0,0,0,A,A,0,bFOSPx,7.1,MARINE WEST COAST FOREST,18240855,1019056,6,bFOSPx_7.1
bFOSPx,Fox Sparrow,Passerella iliaca,103779110.0,Red Fox-sparrow,Passerella iliaca,Native,LC,stable,0,48516,25.1096587484,0,0.0,0,0,0,A,A,0,bFOSPx,8.1,MIXED WOOD PLAINS,15037125,665859,4,bFOSPx_8.1
bFOSPx,Fox Sparrow,Passerella iliaca,103779110.0,Red Fox-sparrow,Passerella iliaca,Native,LC,stable,0,48516,25.1096587484,0,0.0,0,0,0,A,A,0,bFOSPx,8.2,CENTRAL USA PLAINS,11247149,513596,5,bFOSPx_8.2
bFOSPx,Fox Sparrow,Passerella iliaca,103779110.0,Red Fox-sparrow,Passerella iliaca,Native,LC,stable,0,48516,25.1096587484,0,0.0,0,0,0,A,A,0,bFOSPx,8.3,SOUTHEASTERN USA PLAINS,415666735,11143279,3,bFOSPx_8.3
bFOSPx,Fox Sparrow,Passerella iliaca,103779110.0,Red Fox-sparrow,Passerella iliaca,Native,LC,stable,0,48516,25.1096587484,0,0.0,0,0,0,A,A,0,bFOSPx,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,118433539,8995246,8,bFOSPx_8.4
bFOSPx,Fox Sparrow,Passerella iliaca,103779110.0,Red Fox-sparrow,Passerella iliaca,Native,LC,stable,0,48516,25.1096587484,0,0.0,0,0,0,A,A,0,bFOSPx,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,27940920,1704240,6,bFOSPx_8.5
bFOSPx,Fox Sparrow,Passerella iliaca,103779110.0,Red Fox-sparrow,Passerella iliaca,Native,LC,stable,0,48516,25.1096587484,0,0.0,0,0,0,A,A,0,bFOSPx,9.2,TEMPERATE PRAIRIES,22515401,1051091,5,bFOSPx_9.2
bFOSPx,Fox Sparrow,Passerella iliaca,103779110.0,Red Fox-sparrow,Passerella iliaca,Native,LC,stable,0,48516,25.1096587484,0,0.0,0,0,0,A,A,0,bFOSPx,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,1202839,42334,4,bFOSPx_9.3
bFOSPx,Fox Sparrow,Passerella iliaca,103779110.0,Red Fox-sparrow,Passerella iliaca,Native,LC,stable,0,48516,25.1096587484,0,0.0,0,0,0,A,A,0,bFOSPx,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,75229766,1187471,2,bFOSPx_9.4
bFOSPx,Fox Sparrow,Passerella iliaca,103779110.0,Red Fox-sparrow,Passerella iliaca,Native,LC,stable,0,48516,25.1096587484,0,0.0,0,0,0,A,A,0,bFOSPx,9.5,TEXAS-LOUISIANA COASTAL PLAIN,18769365,845230,5,bFOSPx_9.5
bFOSPx,Fox Sparrow,Passerella iliaca,103779110.0,Red Fox-sparrow,Passerella iliaca,Native,LC,stable,0,48516,25.1096587484,0,0.0,0,0,0,A,A,0,bFOSPx,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN,40894820,123830,0,bFOSPx_9.6
bFOTEx,Forster's Tern,Sterna forsteri,22694646.0,Forster's Tern,Sterna forsteri,Native,LC,increasing,0,14051,7.62383553773,1,0.0,0,0,0,C,TR,1,bFOTEx,10.1,COLD DESERTS,11844351,1465502,12,bFOTEx_10.1
bFOTEx,Forster's Tern,Sterna forsteri,22694646.0,Forster's Tern,Sterna forsteri,Native,LC,increasing,0,14051,7.62383553773,1,0.0,0,0,0,C,TR,1,bFOTEx,10.2,WARM DESERTS,1089451,588733,54,bFOTEx_10.2
bFOTEx,Forster's Tern,Sterna forsteri,22694646.0,Forster's Tern,Sterna forsteri,Native,LC,increasing,0,14051,7.62383553773,1,0.0,0,0,0,C,TR,1,bFOTEx,11.1,MEDITERRANEAN CALIFORNIA,18084938,513810,3,bFOTEx_11.1
bFOTEx,Forster's Tern,Sterna forsteri,22694646.0,Forster's Tern,Sterna forsteri,Native,LC,increasing,0,14051,7.62383553773,1,0.0,0,0,0,C,TR,1,bFOTEx,15.4,EVERGLADES,13661741,5666585,41,bFOTEx_15.4
bFOTEx,Forster's Tern,Sterna forsteri,22694646.0,Forster's Tern,Sterna forsteri,Native,LC,increasing,0,14051,7.62383553773,1,0.0,0,0,0,C,TR,1,bFOTEx,5.2,MIXED WOOD SHIELD,4543553,60249,1,bFOTEx_5.2
bFOTEx,Forster's Tern,Sterna forsteri,22694646.0,Forster's Tern,Sterna forsteri,Native,LC,increasing,0,14051,7.62383553773,1,0.0,0,0,0,C,TR,1,bFOTEx,6.2,WESTERN CORDILLERA,3043606,438103,14,bFOTEx_6.2
bFOTEx,Forster's Tern,Sterna forsteri,22694646.0,Forster's Tern,Sterna forsteri,Native,LC,increasing,0,14051,7.62383553773,1,0.0,0,0,0,C,TR,1,bFOTEx,7.1,MARINE WEST COAST FOREST,4319233,353518,8,bFOTEx_7.1
bFOTEx,Forster's Tern,Sterna forsteri,22694646.0,Forster's Tern,Sterna forsteri,Native,LC,increasing,0,14051,7.62383553773,1,0.0,0,0,0,C,TR,1,bFOTEx,8.1,MIXED WOOD PLAINS,2172108,58681,3,bFOTEx_8.1
bFOTEx,Forster's Tern,Sterna forsteri,22694646.0,Forster's Tern,Sterna forsteri,Native,LC,increasing,0,14051,7.62383553773,1,0.0,0,0,0,C,TR,1,bFOTEx,8.2,CENTRAL USA PLAINS,14655649,37114,0,bFOTEx_8.2
bFOTEx,Forster's Tern,Sterna forsteri,22694646.0,Forster's Tern,Sterna forsteri,Native,LC,increasing,0,14051,7.62383553773,1,0.0,0,0,0,C,TR,1,bFOTEx,8.3,SOUTHEASTERN USA PLAINS,11942659,456744,4,bFOTEx_8.3
bFOTEx,Forster's Tern,Sterna forsteri,22694646.0,Forster's Tern,Sterna forsteri,Native,LC,increasing,0,14051,7.62383553773,1,0.0,0,0,0,C,TR,1,bFOTEx,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,867136,1455,0,bFOTEx_8.4
bFOTEx,Forster's Tern,Sterna forsteri,22694646.0,Forster's Tern,Sterna forsteri,Native,LC,increasing,0,14051,7.62383553773,1,0.0,0,0,0,C,TR,1,bFOTEx,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,100081239,7276142,7,bFOTEx_8.5
bFOTEx,Forster's Tern,Sterna forsteri,22694646.0,Forster's Tern,Sterna forsteri,Native,LC,increasing,0,14051,7.62383553773,1,0.0,0,0,0,C,TR,1,bFOTEx,9.2,TEMPERATE PRAIRIES,6593517,1374038,21,bFOTEx_9.2
bFOTEx,Forster's Tern,Sterna forsteri,22694646.0,Forster's Tern,Sterna forsteri,Native,LC,increasing,0,14051,7.62383553773,1,0.0,0,0,0,C,TR,1,bFOTEx,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,3118750,517833,17,bFOTEx_9.3
bFOTEx,Forster's Tern,Sterna forsteri,22694646.0,Forster's Tern,Sterna forsteri,Native,LC,increasing,0,14051,7.62383553773,1,0.0,0,0,0,C,TR,1,bFOTEx,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,3746497,169861,5,bFOTEx_9.4
bFOTEx,Forster's Tern,Sterna forsteri,22694646.0,Forster's Tern,Sterna forsteri,Native,LC,increasing,0,14051,7.62383553773,1,0.0,0,0,0,C,TR,1,bFOTEx,9.5,TEXAS-LOUISIANA COASTAL PLAIN,20809915,2639124,13,bFOTEx_9.5
bFOTEx,Forster's Tern,Sterna forsteri,22694646.0,Forster's Tern,Sterna forsteri,Native,LC,increasing,0,14051,7.62383553773,1,0.0,0,0,0,C,TR,1,bFOTEx,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN,222980,1283,1,bFOTEx_9.6
bFRGUx,Franklin's Gull,Leucophaeus pipixcan,22694462.0,Franklin's Gull,Larus pipixcan,Native,LC,increasing,0,3827,23.4834447744,0,54.4925410302,1,0,0,A,A,0,bFRGUx,10.1,COLD DESERTS,1962696,280987,14,bFRGUx_10.1
bFRGUx,Franklin's Gull,Leucophaeus pipixcan,22694462.0,Franklin's Gull,Larus pipixcan,Native,LC,increasing,0,3827,23.4834447744,0,54.4925410302,1,0,0,A,A,0,bFRGUx,5.2,MIXED WOOD SHIELD,76,15,20,bFRGUx_5.2
bFRGUx,Franklin's Gull,Leucophaeus pipixcan,22694462.0,Franklin's Gull,Larus pipixcan,Native,LC,increasing,0,3827,23.4834447744,0,54.4925410302,1,0,0,A,A,0,bFRGUx,6.2,WESTERN CORDILLERA,362798,24758,7,bFRGUx_6.2
bFRGUx,Franklin's Gull,Leucophaeus pipixcan,22694462.0,Franklin's Gull,Larus pipixcan,Native,LC,increasing,0,3827,23.4834447744,0,54.4925410302,1,0,0,A,A,0,bFRGUx,8.1,MIXED WOOD PLAINS,9,0,0,bFRGUx_8.1
bFRGUx,Franklin's Gull,Leucophaeus pipixcan,22694462.0,Franklin's Gull,Larus pipixcan,Native,LC,increasing,0,3827,23.4834447744,0,54.4925410302,1,0,0,A,A,0,bFRGUx,9.2,TEMPERATE PRAIRIES,56310149,1171025,2,bFRGUx_9.2
bFRGUx,Franklin's Gull,Leucophaeus pipixcan,22694462.0,Franklin's Gull,Larus pipixcan,Native,LC,increasing,0,3827,23.4834447744,0,54.4925410302,1,0,0,A,A,0,bFRGUx,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,44699789,543802,1,bFRGUx_9.3
bFSSPx,Five-striped Sparrow,Aimophila quinquestriata,22721200.0,Five-striped Sparrow,Amphispiza quinquestriata,Native,LC,stable,0,202,44.504269197,0,83.4159762104,1,0,0,A,A,0,bFSSPx,10.2,WARM DESERTS,1429747,200133,14,bFSSPx_10.2
bFSSPx,Five-striped Sparrow,Aimophila quinquestriata,22721200.0,Five-striped Sparrow,Amphispiza quinquestriata,Native,LC,stable,0,202,44.504269197,0,83.4159762104,1,0,0,A,A,0,bFSSPx,12.1,WESTERN SIERRA MADRE PIEDMONT,7191484,783201,11,bFSSPx_12.1
bFTSPx,Fork-tailed Storm-petrel,Oceanodroma furcata,22698572.0,Fork-tailed Storm-petrel,Hydrobates furcatus,Native,LC,increasing,0,416,39.8986166634,0,66.3186492478,1,0,0,A,A,0,bFTSPx,11.1,MEDITERRANEAN CALIFORNIA,35990168,59060,0,bFTSPx_11.1
bFTSPx,Fork-tailed Storm-petrel,Oceanodroma furcata,22698572.0,Fork-tailed Storm-petrel,Hydrobates furcatus,Native,LC,increasing,0,416,39.8986166634,0,66.3186492478,1,0,0,A,A,0,bFTSPx,7.1,MARINE WEST COAST FOREST,18278380,4478655,25,bFTSPx_7.1
bFUWDx,Fulvous Whistling-duck,Dendrocygna bicolor,22679746.0,Fulvous Whistling-duck,Dendrocygna bicolor,Native,LC,decreasing,1,1257,18.1100138113,0,0.0,0,0,0,D,DD,1,bFUWDx,10.2,WARM DESERTS,407929,20706,5,bFUWDx_10.2
bFUWDx,Fulvous Whistling-duck,Dendrocygna bicolor,22679746.0,Fulvous Whistling-duck,Dendrocygna bicolor,Native,LC,decreasing,1,1257,18.1100138113,0,0.0,0,0,0,D,DD,1,bFUWDx,11.1,MEDITERRANEAN CALIFORNIA,68771,10930,16,bFUWDx_11.1
bFUWDx,Fulvous Whistling-duck,Dendrocygna bicolor,22679746.0,Fulvous Whistling-duck,Dendrocygna bicolor,Native,LC,decreasing,1,1257,18.1100138113,0,0.0,0,0,0,D,DD,1,bFUWDx,15.4,EVERGLADES,14863815,5482877,37,bFUWDx_15.4
bFUWDx,Fulvous Whistling-duck,Dendrocygna bicolor,22679746.0,Fulvous Whistling-duck,Dendrocygna bicolor,Native,LC,decreasing,1,1257,18.1100138113,0,0.0,0,0,0,D,DD,1,bFUWDx,8.3,SOUTHEASTERN USA PLAINS,768128,10265,1,bFUWDx_8.3
bFUWDx,Fulvous Whistling-duck,Dendrocygna bicolor,22679746.0,Fulvous Whistling-duck,Dendrocygna bicolor,Native,LC,decreasing,1,1257,18.1100138113,0,0.0,0,0,0,D,DD,1,bFUWDx,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,16499633,1745295,11,bFUWDx_8.5
bFUWDx,Fulvous Whistling-duck,Dendrocygna bicolor,22679746.0,Fulvous Whistling-duck,Dendrocygna bicolor,Native,LC,decreasing,1,1257,18.1100138113,0,0.0,0,0,0,D,DD,1,bFUWDx,9.5,TEXAS-LOUISIANA COASTAL PLAIN,12786559,2020282,16,bFUWDx_9.5
bGADWx,Gadwall,Anas strepera,22680149.0,Gadwall,Mareca strepera,Native,LC,increasing,0,66537,10.887978655,0,0.0,0,0,0,A,A,0,bGADWx,10.1,COLD DESERTS,24911717,2418892,10,bGADWx_10.1
bGADWx,Gadwall,Anas strepera,22680149.0,Gadwall,Mareca strepera,Native,LC,increasing,0,66537,10.887978655,0,0.0,0,0,0,A,A,0,bGADWx,10.2,WARM DESERTS,7026986,2210818,31,bGADWx_10.2
bGADWx,Gadwall,Anas strepera,22680149.0,Gadwall,Mareca strepera,Native,LC,increasing,0,66537,10.887978655,0,0.0,0,0,0,A,A,0,bGADWx,11.1,MEDITERRANEAN CALIFORNIA,40615380,929746,2,bGADWx_11.1
bGADWx,Gadwall,Anas strepera,22680149.0,Gadwall,Mareca strepera,Native,LC,increasing,0,66537,10.887978655,0,0.0,0,0,0,A,A,0,bGADWx,12.1,WESTERN SIERRA MADRE PIEDMONT,104878,30351,29,bGADWx_12.1
bGADWx,Gadwall,Anas strepera,22680149.0,Gadwall,Mareca strepera,Native,LC,increasing,0,66537,10.887978655,0,0.0,0,0,0,A,A,0,bGADWx,13.1,UPPER GILA MOUNTAINS,1099255,98751,9,bGADWx_13.1
bGADWx,Gadwall,Anas strepera,22680149.0,Gadwall,Mareca strepera,Native,LC,increasing,0,66537,10.887978655,0,0.0,0,0,0,A,A,0,bGADWx,5.2,MIXED WOOD SHIELD,101014384,3656377,4,bGADWx_5.2
bGADWx,Gadwall,Anas strepera,22680149.0,Gadwall,Mareca strepera,Native,LC,increasing,0,66537,10.887978655,0,0.0,0,0,0,A,A,0,bGADWx,5.3,ATLANTIC HIGHLANDS,1191888,115314,10,bGADWx_5.3
bGADWx,Gadwall,Anas strepera,22680149.0,Gadwall,Mareca strepera,Native,LC,increasing,0,66537,10.887978655,0,0.0,0,0,0,A,A,0,bGADWx,6.2,WESTERN CORDILLERA,62201217,13870623,22,bGADWx_6.2
