gapSppCode,gapComName,gapSciName,iucnTaxonID,iucnComName,iucnSciName,iucnOriginUS,iucnCategory,iucnPopulationTrend,iucnTrend,hucCount,meanPercUse,habBreadth,percL2,L2endemic,Jend,Endemic,Group,Subgroup,potRare,Spp,na_l2code,na_l2name,totalSppPix,SppProt,SppPercProt,Spp_L2
aBOFRx,Boreal Chorus Frog,Pseudacris maculata,136004.0,Boreal Chorus Frog,Pseudacris maculata,Native,LC,stable,0,28249,2.51762227204,1,0.0,0,0,0,C,TR,1,aBOFRx,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,89829,1973,2,aBOFRx_8.4
aBOFRx,Boreal Chorus Frog,Pseudacris maculata,136004.0,Boreal Chorus Frog,Pseudacris maculata,Native,LC,stable,0,28249,2.51762227204,1,0.0,0,0,0,C,TR,1,aBOFRx,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,2045,111,5,aBOFRx_8.5
aBOFRx,Boreal Chorus Frog,Pseudacris maculata,136004.0,Boreal Chorus Frog,Pseudacris maculata,Native,LC,stable,0,28249,2.51762227204,1,0.0,0,0,0,C,TR,1,aBOFRx,9.2,TEMPERATE PRAIRIES,10885029,846125,8,aBOFRx_9.2
aBOFRx,Boreal Chorus Frog,Pseudacris maculata,136004.0,Boreal Chorus Frog,Pseudacris maculata,Native,LC,stable,0,28249,2.51762227204,1,0.0,0,0,0,C,TR,1,aBOFRx,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,24539004,835504,3,aBOFRx_9.3
aBOFRx,Boreal Chorus Frog,Pseudacris maculata,136004.0,Boreal Chorus Frog,Pseudacris maculata,Native,LC,stable,0,28249,2.51762227204,1,0.0,0,0,0,C,TR,1,aBOFRx,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,6787095,309877,5,aBOFRx_9.4
aBOTOx,Western Toad,Anaxyrus boreas,3179.0,Western Toad,Anaxyrus boreas,Native,LC,decreasing,1,15400,16.0254616516,0,89.707509847,1,0,0,D,DD,1,aBOTOx,10.1,COLD DESERTS,14189160,1387922,10,aBOTOx_10.1
aBOTOx,Western Toad,Anaxyrus boreas,3179.0,Western Toad,Anaxyrus boreas,Native,LC,decreasing,1,15400,16.0254616516,0,89.707509847,1,0,0,D,DD,1,aBOTOx,10.2,WARM DESERTS,368762,144756,39,aBOTOx_10.2
aBOTOx,Western Toad,Anaxyrus boreas,3179.0,Western Toad,Anaxyrus boreas,Native,LC,decreasing,1,15400,16.0254616516,0,89.707509847,1,0,0,D,DD,1,aBOTOx,11.1,MEDITERRANEAN CALIFORNIA,4960795,1263726,25,aBOTOx_11.1
aBOTOx,Western Toad,Anaxyrus boreas,3179.0,Western Toad,Anaxyrus boreas,Native,LC,decreasing,1,15400,16.0254616516,0,89.707509847,1,0,0,D,DD,1,aBOTOx,6.2,WESTERN CORDILLERA,208292086,56585415,27,aBOTOx_6.2
aBOTOx,Western Toad,Anaxyrus boreas,3179.0,Western Toad,Anaxyrus boreas,Native,LC,decreasing,1,15400,16.0254616516,0,89.707509847,1,0,0,D,DD,1,aBOTOx,7.1,MARINE WEST COAST FOREST,1382755,265854,19,aBOTOx_7.1
aBOTOx,Western Toad,Anaxyrus boreas,3179.0,Western Toad,Anaxyrus boreas,Native,LC,decreasing,1,15400,16.0254616516,0,89.707509847,1,0,0,D,DD,1,aBOTOx,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,2892540,103019,4,aBOTOx_9.3
aBOTOx,Western Toad,Anaxyrus boreas,3179.0,Western Toad,Anaxyrus boreas,Native,LC,decreasing,1,15400,16.0254616516,0,89.707509847,1,0,0,D,DD,1,aBOTOx,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,104146,3917,4,aBOTOx_9.4
aBRDSx,Blue Ridge Dusky Salamander,Desmognathus orestes,59255.0,Blue Ridge Dusky Salamander,Desmognathus orestes,Native,LC,stable,0,168,6.66360631153,1,91.0730191947,1,1,1,E,TR,1,aBRDSx,8.3,SOUTHEASTERN USA PLAINS,104428,4315,4,aBRDSx_8.3
aBRDSx,Blue Ridge Dusky Salamander,Desmognathus orestes,59255.0,Blue Ridge Dusky Salamander,Desmognathus orestes,Native,LC,stable,0,168,6.66360631153,1,91.0730191947,1,1,1,E,TR,1,aBRDSx,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,1065374,60955,6,aBRDSx_8.4
aBRFRx,Brimley's Chorus Frog,Pseudacris brimleyi,55889.0,Brimley's Chorus Frog,Pseudacris brimleyi,Native,LC,stable,0,1730,13.1110323049,0,60.3284468485,1,1,1,B,TR,1,aBRFRx,8.3,SOUTHEASTERN USA PLAINS,9094433,460177,5,aBRFRx_8.3
aBRFRx,Brimley's Chorus Frog,Pseudacris brimleyi,55889.0,Brimley's Chorus Frog,Pseudacris brimleyi,Native,LC,stable,0,1730,13.1110323049,0,60.3284468485,1,1,1,B,TR,1,aBRFRx,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,13829885,1990719,14,aBRFRx_8.5
aBRTSx,Blue Ridge Two-lined Salamander,Eurycea wilderae,59279.0,Blue Ridge Two-lined Salamander,Eurycea wilderae,Native,LC,stable,0,687,9.59369491203,1,66.4578135669,1,1,1,E,TR,1,aBRTSx,8.3,SOUTHEASTERN USA PLAINS,2055382,36513,2,aBRTSx_8.3
aBRTSx,Blue Ridge Two-lined Salamander,Eurycea wilderae,59279.0,Blue Ridge Two-lined Salamander,Eurycea wilderae,Native,LC,stable,0,687,9.59369491203,1,66.4578135669,1,1,1,E,TR,1,aBRTSx,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,4072370,646967,16,aBRTSx_8.4
aBSNEx,Black-spotted Newt,Notophthalmus meridionalis,59452.0,Black-spotted Newt,Notophthalmus meridionalis,Native,EN,decreasing,1,201,3.77478034479,1,91.1781501616,1,0,0,F,DD,1,aBSNEx,8.3,SOUTHEASTERN USA PLAINS,9275,0,0,aBSNEx_8.3
aBSNEx,Black-spotted Newt,Notophthalmus meridionalis,59452.0,Black-spotted Newt,Notophthalmus meridionalis,Native,EN,decreasing,1,201,3.77478034479,1,91.1781501616,1,0,0,F,DD,1,aBSNEx,9.5,TEXAS-LOUISIANA COASTAL PLAIN,1056990,26676,3,aBSNEx_9.5
aBSNEx,Black-spotted Newt,Notophthalmus meridionalis,59452.0,Black-spotted Newt,Notophthalmus meridionalis,Native,EN,decreasing,1,201,3.77478034479,1,91.1781501616,1,0,0,F,DD,1,aBSNEx,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN,92993,621,1,aBSNEx_9.6
aBSPSx,Barton Springs Salamander,Eurycea sosorum,8392.0,Barton Springs Salamander,Eurycea sosorum,Native,VU,stable,1,5,4.00411509793,1,100.0,1,1,1,H,DD,1,aBSPSx,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,29781,2718,9,aBSPSx_9.4
aBTISx,Barred Tiger Salamander,Ambystoma mavortium,199970.0,Western Tiger Salamander,Ambystoma mavortium,Native,LC,unknown,0,28881,6.18036098665,1,0.0,0,0,0,C,TR,1,aBTISx,10.1,COLD DESERTS,23601617,1426356,6,aBTISx_10.1
aBTISx,Barred Tiger Salamander,Ambystoma mavortium,199970.0,Western Tiger Salamander,Ambystoma mavortium,Native,LC,unknown,0,28881,6.18036098665,1,0.0,0,0,0,C,TR,1,aBTISx,10.2,WARM DESERTS,4880427,257757,5,aBTISx_10.2
aBTISx,Barred Tiger Salamander,Ambystoma mavortium,199970.0,Western Tiger Salamander,Ambystoma mavortium,Native,LC,unknown,0,28881,6.18036098665,1,0.0,0,0,0,C,TR,1,aBTISx,11.1,MEDITERRANEAN CALIFORNIA,146879,11851,8,aBTISx_11.1
aBTISx,Barred Tiger Salamander,Ambystoma mavortium,199970.0,Western Tiger Salamander,Ambystoma mavortium,Native,LC,unknown,0,28881,6.18036098665,1,0.0,0,0,0,C,TR,1,aBTISx,12.1,WESTERN SIERRA MADRE PIEDMONT,718637,64162,9,aBTISx_12.1
aBTISx,Barred Tiger Salamander,Ambystoma mavortium,199970.0,Western Tiger Salamander,Ambystoma mavortium,Native,LC,unknown,0,28881,6.18036098665,1,0.0,0,0,0,C,TR,1,aBTISx,13.1,UPPER GILA MOUNTAINS,2633132,124162,5,aBTISx_13.1
aBTISx,Barred Tiger Salamander,Ambystoma mavortium,199970.0,Western Tiger Salamander,Ambystoma mavortium,Native,LC,unknown,0,28881,6.18036098665,1,0.0,0,0,0,C,TR,1,aBTISx,6.2,WESTERN CORDILLERA,15759452,3086449,20,aBTISx_6.2
aBTISx,Barred Tiger Salamander,Ambystoma mavortium,199970.0,Western Tiger Salamander,Ambystoma mavortium,Native,LC,unknown,0,28881,6.18036098665,1,0.0,0,0,0,C,TR,1,aBTISx,7.1,MARINE WEST COAST FOREST,2793,291,10,aBTISx_7.1
aBTISx,Barred Tiger Salamander,Ambystoma mavortium,199970.0,Western Tiger Salamander,Ambystoma mavortium,Native,LC,unknown,0,28881,6.18036098665,1,0.0,0,0,0,C,TR,1,aBTISx,8.3,SOUTHEASTERN USA PLAINS,1915454,103152,5,aBTISx_8.3
aBTISx,Barred Tiger Salamander,Ambystoma mavortium,199970.0,Western Tiger Salamander,Ambystoma mavortium,Native,LC,unknown,0,28881,6.18036098665,1,0.0,0,0,0,C,TR,1,aBTISx,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,1629195,56742,3,aBTISx_8.4
aBTISx,Barred Tiger Salamander,Ambystoma mavortium,199970.0,Western Tiger Salamander,Ambystoma mavortium,Native,LC,unknown,0,28881,6.18036098665,1,0.0,0,0,0,C,TR,1,aBTISx,9.2,TEMPERATE PRAIRIES,7903430,698201,9,aBTISx_9.2
aBTISx,Barred Tiger Salamander,Ambystoma mavortium,199970.0,Western Tiger Salamander,Ambystoma mavortium,Native,LC,unknown,0,28881,6.18036098665,1,0.0,0,0,0,C,TR,1,aBTISx,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,57087871,1710581,3,aBTISx_9.3
aBTISx,Barred Tiger Salamander,Ambystoma mavortium,199970.0,Western Tiger Salamander,Ambystoma mavortium,Native,LC,unknown,0,28881,6.18036098665,1,0.0,0,0,0,C,TR,1,aBTISx,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,82845171,1020601,1,aBTISx_9.4
aBTISx,Barred Tiger Salamander,Ambystoma mavortium,199970.0,Western Tiger Salamander,Ambystoma mavortium,Native,LC,unknown,0,28881,6.18036098665,1,0.0,0,0,0,C,TR,1,aBTISx,9.5,TEXAS-LOUISIANA COASTAL PLAIN,1057844,73142,7,aBTISx_9.5
aBTISx,Barred Tiger Salamander,Ambystoma mavortium,199970.0,Western Tiger Salamander,Ambystoma mavortium,Native,LC,unknown,0,28881,6.18036098665,1,0.0,0,0,0,C,TR,1,aBTISx,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN,978681,15845,2,aBTISx_9.6
aBUPSx,Blue-spotted Salamander,Ambystoma laterale,59060.0,Blue-spotted Salamander,Ambystoma laterale,Native,LC,stable,0,9132,29.4402995431,0,0.0,0,0,0,A,A,0,aBUPSx,5.2,MIXED WOOD SHIELD,111633161,18883767,17,aBUPSx_5.2
aBUPSx,Blue-spotted Salamander,Ambystoma laterale,59060.0,Blue-spotted Salamander,Ambystoma laterale,Native,LC,stable,0,9132,29.4402995431,0,0.0,0,0,0,A,A,0,aBUPSx,5.3,ATLANTIC HIGHLANDS,47801534,8013147,17,aBUPSx_5.3
aBUPSx,Blue-spotted Salamander,Ambystoma laterale,59060.0,Blue-spotted Salamander,Ambystoma laterale,Native,LC,stable,0,9132,29.4402995431,0,0.0,0,0,0,A,A,0,aBUPSx,8.1,MIXED WOOD PLAINS,90453906,3477299,4,aBUPSx_8.1
aBUPSx,Blue-spotted Salamander,Ambystoma laterale,59060.0,Blue-spotted Salamander,Ambystoma laterale,Native,LC,stable,0,9132,29.4402995431,0,0.0,0,0,0,A,A,0,aBUPSx,8.2,CENTRAL USA PLAINS,9784911,587589,6,aBUPSx_8.2
aBUPSx,Blue-spotted Salamander,Ambystoma laterale,59060.0,Blue-spotted Salamander,Ambystoma laterale,Native,LC,stable,0,9132,29.4402995431,0,0.0,0,0,0,A,A,0,aBUPSx,8.3,SOUTHEASTERN USA PLAINS,988919,110382,11,aBUPSx_8.3
aBUPSx,Blue-spotted Salamander,Ambystoma laterale,59060.0,Blue-spotted Salamander,Ambystoma laterale,Native,LC,stable,0,9132,29.4402995431,0,0.0,0,0,0,A,A,0,aBUPSx,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,1004923,22273,2,aBUPSx_8.4
aBUPSx,Blue-spotted Salamander,Ambystoma laterale,59060.0,Blue-spotted Salamander,Ambystoma laterale,Native,LC,stable,0,9132,29.4402995431,0,0.0,0,0,0,A,A,0,aBUPSx,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,865705,91308,11,aBUPSx_8.5
aBUPSx,Blue-spotted Salamander,Ambystoma laterale,59060.0,Blue-spotted Salamander,Ambystoma laterale,Native,LC,stable,0,9132,29.4402995431,0,0.0,0,0,0,A,A,0,aBUPSx,9.2,TEMPERATE PRAIRIES,1395296,124432,9,aBUPSx_9.2
aBUTOx,Burrowing Toad,Rhinophrynus dorsalis,59040.0,Burrowing Toad,Rhinophrynus dorsalis,Native,LC,stable,0,97,53.0170666432,0,88.2212204104,1,0,0,A,A,0,aBUTOx,9.5,TEXAS-LOUISIANA COASTAL PLAIN,728232,0,0,aBUTOx_9.5
aBUTOx,Burrowing Toad,Rhinophrynus dorsalis,59040.0,Burrowing Toad,Rhinophrynus dorsalis,Native,LC,stable,0,97,53.0170666432,0,88.2212204104,1,0,0,A,A,0,aBUTOx,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN,5454344,68265,1,aBUTOx_9.6
aBVTRx,Bird-voiced Treefrog,Hyla avivoca,55403.0,Bird-voiced Treefrog,Dryophytes avivoca,Native,LC,stable,0,5462,10.2783718985,0,66.8547286601,1,1,1,B,TR,1,aBVTRx,8.3,SOUTHEASTERN USA PLAINS,43813213,2604169,6,aBVTRx_8.3
aBVTRx,Bird-voiced Treefrog,Hyla avivoca,55403.0,Bird-voiced Treefrog,Dryophytes avivoca,Native,LC,stable,0,5462,10.2783718985,0,66.8547286601,1,1,1,B,TR,1,aBVTRx,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,392937,76495,19,aBVTRx_8.4
aBVTRx,Bird-voiced Treefrog,Hyla avivoca,55403.0,Bird-voiced Treefrog,Dryophytes avivoca,Native,LC,stable,0,5462,10.2783718985,0,66.8547286601,1,1,1,B,TR,1,aBVTRx,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,21140093,3996787,19,aBVTRx_8.5
aBVTRx,Bird-voiced Treefrog,Hyla avivoca,55403.0,Bird-voiced Treefrog,Dryophytes avivoca,Native,LC,stable,0,5462,10.2783718985,0,66.8547286601,1,1,1,B,TR,1,aBVTRx,9.5,TEXAS-LOUISIANA COASTAL PLAIN,188707,162,0,aBVTRx_9.5
aBWRWx,Black Warrior River Waterdog,Necturus alabamensis,59430.0,Alabama Waterdog,Necturus alabamensis,Native,EN,decreasing,1,156,0.0821267324795,1,94.4490262006,1,1,1,H,DD,1,aBWRWx,8.3,SOUTHEASTERN USA PLAINS,875,0,0,aBWRWx_8.3
aBWRWx,Black Warrior River Waterdog,Necturus alabamensis,59430.0,Alabama Waterdog,Necturus alabamensis,Native,EN,decreasing,1,156,0.0821267324795,1,94.4490262006,1,1,1,H,DD,1,aBWRWx,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,14888,111,1,aBWRWx_8.4
aCANEx,Cane Toad,Rhinella marinus,41065.0,Cane Toad,Rhinella marina,Native,LC,increasing,0,361,3.08848164621,1,78.6476200264,1,0,0,C,TR,1,aCANEx,15.4,EVERGLADES,311654,37080,12,aCANEx_15.4
aCANEx,Cane Toad,Rhinella marinus,41065.0,Cane Toad,Rhinella marina,Native,LC,increasing,0,361,3.08848164621,1,78.6476200264,1,0,0,C,TR,1,aCANEx,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,1147921,33413,3,aCANEx_8.5
aCASAx,Calfifornia Giant Salamander,Dicamptodon ensatus,59080.0,California Giant Salamander,Dicamptodon ensatus,Native,NT,unknown,0,202,6.57949202596,1,0.0,0,1,0,C,TR,1,aCASAx,11.1,MEDITERRANEAN CALIFORNIA,604650,43319,7,aCASAx_11.1
aCASAx,Calfifornia Giant Salamander,Dicamptodon ensatus,59080.0,California Giant Salamander,Dicamptodon ensatus,Native,NT,unknown,0,202,6.57949202596,1,0.0,0,1,0,C,TR,1,aCASAx,6.2,WESTERN CORDILLERA,131057,8918,7,aCASAx_6.2
aCASAx,Calfifornia Giant Salamander,Dicamptodon ensatus,59080.0,California Giant Salamander,Dicamptodon ensatus,Native,NT,unknown,0,202,6.57949202596,1,0.0,0,1,0,C,TR,1,aCASAx,7.1,MARINE WEST COAST FOREST,578633,129758,22,aCASAx_7.1
aCATOx,Canadian Toad,Anaxyrus hemiophrys,54661.0,Canadian Toad,Anaxyrus hemiophrys,Native,LC,stable,0,2673,9.27409430147,1,55.2549167746,1,0,0,C,TR,1,aCATOx,5.2,MIXED WOOD SHIELD,277428,42750,15,aCATOx_5.2
aCATOx,Canadian Toad,Anaxyrus hemiophrys,54661.0,Canadian Toad,Anaxyrus hemiophrys,Native,LC,stable,0,2673,9.27409430147,1,55.2549167746,1,0,0,C,TR,1,aCATOx,8.1,MIXED WOOD PLAINS,747121,83837,11,aCATOx_8.1
aCATOx,Canadian Toad,Anaxyrus hemiophrys,54661.0,Canadian Toad,Anaxyrus hemiophrys,Native,LC,stable,0,2673,9.27409430147,1,55.2549167746,1,0,0,C,TR,1,aCATOx,9.2,TEMPERATE PRAIRIES,15441996,1333562,9,aCATOx_9.2
aCATOx,Canadian Toad,Anaxyrus hemiophrys,54661.0,Canadian Toad,Anaxyrus hemiophrys,Native,LC,stable,0,2673,9.27409430147,1,55.2549167746,1,0,0,C,TR,1,aCATOx,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,11480282,443759,4,aCATOx_9.3
aCATRx,California Treefrog,Pseudacris cadaverina,55890.0,California Chorus Frog,Pseudacris cadaverina,Native,LC,stable,0,636,3.69002796228,1,94.5781492942,1,0,0,C,TR,1,aCATRx,10.2,WARM DESERTS,124105,40733,33,aCATRx_10.2
aCATRx,California Treefrog,Pseudacris cadaverina,55890.0,California Chorus Frog,Pseudacris cadaverina,Native,LC,stable,0,636,3.69002796228,1,94.5781492942,1,0,0,C,TR,1,aCATRx,11.1,MEDITERRANEAN CALIFORNIA,2164891,571566,26,aCATRx_11.1
aCATRx,California Treefrog,Pseudacris cadaverina,55890.0,California Chorus Frog,Pseudacris cadaverina,Native,LC,stable,0,636,3.69002796228,1,94.5781492942,1,0,0,C,TR,1,aCATRx,6.2,WESTERN CORDILLERA,1,0,0,aCATRx_6.2
aCBSAx,Comal Blind Salamander,Eurycea tridentifera,8393.0,Comal Blind Salamander,Eurycea tridentifera,Native,VU,unknown,1,17,1.68382756637,1,100.0,1,1,1,H,DD,1,aCBSAx,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,35487,441,1,aCBSAx_9.4
aCCFRx,Cliff Chirping Frog,Eleutherodactylus marnockii,56744.0,Cliff Chirping Frog,Eleutherodactylus marnockii,Native,LC,stable,0,1008,3.40928816896,1,92.6772438905,1,0,0,C,TR,1,aCCFRx,10.2,WARM DESERTS,55731,1,0,aCCFRx_10.2
aCCFRx,Cliff Chirping Frog,Eleutherodactylus marnockii,56744.0,Cliff Chirping Frog,Eleutherodactylus marnockii,Native,LC,stable,0,1008,3.40928816896,1,92.6772438905,1,0,0,C,TR,1,aCCFRx,8.3,SOUTHEASTERN USA PLAINS,18947,837,4,aCCFRx_8.3
aCCFRx,Cliff Chirping Frog,Eleutherodactylus marnockii,56744.0,Cliff Chirping Frog,Eleutherodactylus marnockii,Native,LC,stable,0,1008,3.40928816896,1,92.6772438905,1,0,0,C,TR,1,aCCFRx,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,3638668,139020,4,aCCFRx_9.4
aCCFRx,Cliff Chirping Frog,Eleutherodactylus marnockii,56744.0,Cliff Chirping Frog,Eleutherodactylus marnockii,Native,LC,stable,0,1008,3.40928816896,1,92.6772438905,1,0,0,C,TR,1,aCCFRx,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN,212826,618,0,aCCFRx_9.6
aCCSAx,Cascade Caverns Salamander,Eurycea latitans,59267.0,Cascade Caverns Salamander,Eurycea latitans,Native,VU,decreasing,1,63,4.28813937129,1,100.0,1,1,1,H,DD,1,aCCSAx,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,309557,8086,3,aCCSAx_9.4
aCFNEx,California Newt,Taricha torosa,59471.0,Coast Range Newt,Taricha torosa,Native,LC,unknown,0,1002,44.4511202985,0,89.2136934445,1,1,1,B,TR,1,aCFNEx,10.2,WARM DESERTS,52294,7,0,aCFNEx_10.2
aCFNEx,California Newt,Taricha torosa,59471.0,Coast Range Newt,Taricha torosa,Native,LC,unknown,0,1002,44.4511202985,0,89.2136934445,1,1,1,B,TR,1,aCFNEx,11.1,MEDITERRANEAN CALIFORNIA,38736914,3898834,10,aCFNEx_11.1
aCFNEx,California Newt,Taricha torosa,59471.0,Coast Range Newt,Taricha torosa,Native,LC,unknown,0,1002,44.4511202985,0,89.2136934445,1,1,1,B,TR,1,aCFNEx,6.2,WESTERN CORDILLERA,3380401,502338,15,aCFNEx_6.2
aCFNEx,California Newt,Taricha torosa,59471.0,Coast Range Newt,Taricha torosa,Native,LC,unknown,0,1002,44.4511202985,0,89.2136934445,1,1,1,B,TR,1,aCFNEx,7.1,MARINE WEST COAST FOREST,1250759,357328,29,aCFNEx_7.1
aCGSAx,Cope's Giant Salamander,Dicamptodon copei,59079.0,Cope's Giant Salamander,Dicamptodon copei,Native,LC,stable,0,478,11.7014335895,0,62.7955311615,1,1,1,B,TR,1,aCGSAx,6.2,WESTERN CORDILLERA,1929141,402140,21,aCGSAx_6.2
aCGSAx,Cope's Giant Salamander,Dicamptodon copei,59079.0,Cope's Giant Salamander,Dicamptodon copei,Native,LC,stable,0,478,11.7014335895,0,62.7955311615,1,1,1,B,TR,1,aCGSAx,7.1,MARINE WEST COAST FOREST,3256099,694252,21,aCGSAx_7.1
aCGTRx,Cope's Gray Treefrog,Hyla chrysoscelis,55448.0,Cope's Gray Treefrog,Dryophytes chrysoscelis,Native,LC,stable,0,39527,30.6434555745,0,0.0,0,0,0,A,A,0,aCGTRx,5.2,MIXED WOOD SHIELD,54784264,7383780,13,aCGTRx_5.2
aCGTRx,Cope's Gray Treefrog,Hyla chrysoscelis,55448.0,Cope's Gray Treefrog,Dryophytes chrysoscelis,Native,LC,stable,0,39527,30.6434555745,0,0.0,0,0,0,A,A,0,aCGTRx,5.3,ATLANTIC HIGHLANDS,30845377,2986734,10,aCGTRx_5.3
aCGTRx,Cope's Gray Treefrog,Hyla chrysoscelis,55448.0,Cope's Gray Treefrog,Dryophytes chrysoscelis,Native,LC,stable,0,39527,30.6434555745,0,0.0,0,0,0,A,A,0,aCGTRx,8.1,MIXED WOOD PLAINS,115400041,3610794,3,aCGTRx_8.1
aCGTRx,Cope's Gray Treefrog,Hyla chrysoscelis,55448.0,Cope's Gray Treefrog,Dryophytes chrysoscelis,Native,LC,stable,0,39527,30.6434555745,0,0.0,0,0,0,A,A,0,aCGTRx,8.2,CENTRAL USA PLAINS,36827305,1138039,3,aCGTRx_8.2
aCGTRx,Cope's Gray Treefrog,Hyla chrysoscelis,55448.0,Cope's Gray Treefrog,Dryophytes chrysoscelis,Native,LC,stable,0,39527,30.6434555745,0,0.0,0,0,0,A,A,0,aCGTRx,8.3,SOUTHEASTERN USA PLAINS,503844089,13435538,3,aCGTRx_8.3
aCGTRx,Cope's Gray Treefrog,Hyla chrysoscelis,55448.0,Cope's Gray Treefrog,Dryophytes chrysoscelis,Native,LC,stable,0,39527,30.6434555745,0,0.0,0,0,0,A,A,0,aCGTRx,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,239530037,12809619,5,aCGTRx_8.4
aCGTRx,Cope's Gray Treefrog,Hyla chrysoscelis,55448.0,Cope's Gray Treefrog,Dryophytes chrysoscelis,Native,LC,stable,0,39527,30.6434555745,0,0.0,0,0,0,A,A,0,aCGTRx,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,142897868,14399440,10,aCGTRx_8.5
aCGTRx,Cope's Gray Treefrog,Hyla chrysoscelis,55448.0,Cope's Gray Treefrog,Dryophytes chrysoscelis,Native,LC,stable,0,39527,30.6434555745,0,0.0,0,0,0,A,A,0,aCGTRx,9.2,TEMPERATE PRAIRIES,48533273,2356911,5,aCGTRx_9.2
aCGTRx,Cope's Gray Treefrog,Hyla chrysoscelis,55448.0,Cope's Gray Treefrog,Dryophytes chrysoscelis,Native,LC,stable,0,39527,30.6434555745,0,0.0,0,0,0,A,A,0,aCGTRx,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,426552,62707,15,aCGTRx_9.3
aCGTRx,Cope's Gray Treefrog,Hyla chrysoscelis,55448.0,Cope's Gray Treefrog,Dryophytes chrysoscelis,Native,LC,stable,0,39527,30.6434555745,0,0.0,0,0,0,A,A,0,aCGTRx,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,42196823,868738,2,aCGTRx_9.4
aCGTRx,Cope's Gray Treefrog,Hyla chrysoscelis,55448.0,Cope's Gray Treefrog,Dryophytes chrysoscelis,Native,LC,stable,0,39527,30.6434555745,0,0.0,0,0,0,A,A,0,aCGTRx,9.5,TEXAS-LOUISIANA COASTAL PLAIN,11682672,335648,3,aCGTRx_9.5
aCGTRx,Cope's Gray Treefrog,Hyla chrysoscelis,55448.0,Cope's Gray Treefrog,Dryophytes chrysoscelis,Native,LC,stable,0,39527,30.6434555745,0,0.0,0,0,0,A,A,0,aCGTRx,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN,814340,146,0,aCGTRx_9.6
aCHDSx,Chamberlain's Dwarf Salamander,Eurycea chamberlaini,59262.0,Chamberlain's Dwarf Salamander,Eurycea chamberlaini,Native,DD,unknown,0,1240,5.72760902806,1,79.3221402705,1,0,0,C,TR,1,aCHDSx,8.3,SOUTHEASTERN USA PLAINS,5637016,332403,6,aCHDSx_8.3
aCHDSx,Chamberlain's Dwarf Salamander,Eurycea chamberlaini,59262.0,Chamberlain's Dwarf Salamander,Eurycea chamberlaini,Native,DD,unknown,0,1240,5.72760902806,1,79.3221402705,1,0,0,C,TR,1,aCHDSx,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,1037,0,0,aCHDSx_8.4
aCHDSx,Chamberlain's Dwarf Salamander,Eurycea chamberlaini,59262.0,Chamberlain's Dwarf Salamander,Eurycea chamberlaini,Native,DD,unknown,0,1240,5.72760902806,1,79.3221402705,1,0,0,C,TR,1,aCHDSx,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,1468432,48488,3,aCHDSx_8.5
aCHSAx,Cheoah Bald Salamander,Plethodon cheoah,59333.0,Cheoah Bald Salamander,Plethodon cheoah,Native,VU,stable,1,14,13.0450470681,0,100.0,1,1,1,G,DD,1,aCHSAx,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,158988,204,0,aCHSAx_8.4
