gapSppCode,gapComName,gapSciName,iucnTaxonID,iucnComName,iucnSciName,originUS,RedListStatus,PopulationTrend,iucnTrend,hucCount,meanPercUse,habBreadth,L2endemic,spp10p,Endemic,Group,Subgroup,potRare,Spp,totalSppPix,SppProt,SppPercProt
bSCTAx,Scarlet Tanager,Piranga olivacea,22722466.0,Scarlet Tanager,Piranga olivacea,Native,LC,stable,0,27503,34.55206201440401,0,0,0,0,A,A,0,bSCTAx,937395361,74189543,8
bSEOWx,Short-eared Owl,Asio flammeus,22689531.0,Short-eared Owl,Asio flammeus,Native,LC,decreasing,1,79720,58.95007003721301,0,0,0,0,D,DD,1,bSEOWx,5091794005,217442555,4
bSEPLx,Semipalmated Plover,Charadrius semipalmatus,22693764.0,Semipalmated Plover,Charadrius semipalmatus,Native,LC,stable,0,4332,14.995273562881431,0,0,0,0,A,A,0,bSEPLx,166443486,20413350,12
bSESPx,Seaside Sparrow,Ammodramus maritimus,22721123.0,Seaside Sparrow,Ammospiza maritima,Native,LC,decreasing,1,1698,10.385519399255644,0,0,0,0,D,DD,1,bSESPx,32957527,8885051,27
bSEWRx,Sedge Wren,Cistothorus platensis,103887005.0,Sedge Wren,Cistothorus stellaris,Native,LC,increasing,0,25085,11.320179794237742,0,0,0,0,A,A,0,bSEWRx,335536827,23152474,7
bSHCOx,Shiny Cowbird,Molothrus bonariensis,22724345.0,Shiny Cowbird,Molothrus bonariensis,Native,LC,increasing,0,51,33.71978845437772,0,1,0,1,B,TR,1,bSHCOx,12032324,5161721,43
bSMLOx,Smith's Longspur,Calcarius pictus,22721037.0,Smith's Longspur,Calcarius pictus,Native,LC,stable,0,9743,45.0868450926139,0,0,0,0,A,A,0,bSMLOx,490144599,6837901,1
bSNBUx,Snow Bunting,Plectrophenax nivalis,22721043.0,Snow Bunting,Plectrophenax nivalis,Native,LC,decreasing,1,43621,45.58160431238606,0,0,0,0,D,DD,1,bSNBUx,2029641443,38936814,2
bSNEGx,Snowy Egret,Egretta thula,22696974.0,Snowy Egret,Egretta thula,Native,LC,increasing,0,22498,7.543210314935862,1,0,0,0,C,TR,1,bSNEGx,228446137,34365703,15
bSNGOx,Snow Goose,Chen caerulescens,22679896.0,Snow Goose,Anser caerulescens,Native,LC,increasing,0,19146,36.40127779542454,0,0,0,0,A,A,0,bSNGOx,820223439,19451279,2
bSNKIx,Snail Kite,Rostrhamus sociabilis,22695048.0,Snail Kite,Rostrhamus sociabilis,Native,LC,increasing,0,331,12.261767535521665,0,1,0,1,B,TR,1,bSNKIx,13637425,3281397,24
bSNOWx,Snowy Owl,Bubo scandiacus,22689055.0,Snowy Owl,Bubo scandiacus,Native,LC,decreasing,1,47389,29.39888661957023,0,0,0,0,D,DD,1,bSNOWx,1438098153,57306146,4
bSNPLx,Snowy Plover,Charadrius nivosus,22725033.0,Snowy Plover,Charadrius nivosus,Native,NT,decreasing,1,4620,1.2756105229510348,1,0,0,0,F,DD,1,bSNPLx,9216327,1321197,14
bSOGRx,Sooty Grouse,Dendragapus fuliginosus,22734695.0,Sooty Grouse,Dendragapus fuliginosus,Native,LC,decreasing,1,1722,47.59697334511982,0,0,0,0,D,DD,1,bSOGRx,77830107,13433392,17
bSORAx,Sora,Porzana carolina,22692684.0,Sora,Porzana carolina,Native,LC,increasing,0,47209,2.7325125096524006,1,0,0,0,C,TR,1,bSORAx,158119144,23137723,15
bSOSAx,Solitary Sandpiper,Tringa solitaria,22693239.0,Solitary Sandpiper,Tringa solitaria,Native,LC,stable,0,955,7.004912650974398,1,0,1,1,E,TR,1,bSOSAx,7911647,583645,7
bSOSPx,Song Sparrow,Melospiza melodia,22721058.0,Song Sparrow,Melospiza melodia,Native,LC,stable,0,81426,41.8342495009625,0,0,0,0,A,A,0,bSOSPx,3651420933,196492015,5
bSOTEx,Sooty Tern,Onychoprion fuscatus,22694740.0,Sooty Tern,Onychoprion fuscatus,Native,LC,unknown,0,57,25.569143841334892,0,0,0,0,A,A,0,bSOTEx,15745881,2406701,15
bSPDOx,Spotted Dove,Streptopelia chinensis,60482887.0,Eastern Spotted Dove,Spilopelia chinensis,Introduced,LC,increasing,0,438,20.51690031048581,0,1,0,1,X,X,0,bSPDOx,11935233,120008,1
bSPGRx,Spruce Grouse,Falcipennis canadensis,61204079.0,Spruce Grouse,Falcipennis canadensis,Native,LC,stable,0,5477,39.75418353926956,0,0,0,0,A,A,0,bSPGRx,206014356,41668927,20
bSPOWx,Spotted Owl,Strix occidentalis,22689089.0,Spotted Owl,Strix occidentalis,Native,NT,decreasing,1,5794,36.06306927924063,0,0,0,0,D,DD,1,bSPOWx,197471919,28247539,14
bSPPIx,Sprague's Pipit,Anthus spragueii,22718591.0,Sprague's Pipit,Anthus spragueii,Native,VU,decreasing,1,11505,23.422608163004078,0,0,0,0,D,DD,1,bSPPIx,292335101,6921815,2
bSPSAx,Spotted Sandpiper,Actitis macularius,22693277.0,Spotted Sandpiper,Actitis macularius,Native,LC,decreasing,1,33690,48.820953982053105,0,0,0,0,D,DD,1,bSPSAx,1660184253,140264798,8
bSPTOx,Spotted Towhee,Pipilo maculatus,103772680.0,Spotted Towhee,Pipilo maculatus,Native,LC,stable,0,38476,35.50390741549601,0,0,0,0,A,A,0,bSPTOx,1430652063,133155859,9
bSSHAx,Sharp-shinned Hawk,Accipiter striatus,22734130.0,Sharp-shinned Hawk,Accipiter striatus,Native,LC,increasing,0,78279,69.58700045192559,0,0,0,0,A,A,0,bSSHAx,5557403336,404802747,7
bSSTSx,Saltmarsh Sharp-tailed Sparrow,Ammodramus caudacutus,22721129.0,Saltmarsh Sparrow,Ammospiza caudacuta,Native,VU,decreasing,1,1404,5.697633323691464,1,0,0,0,F,DD,1,bSSTSx,19153269,8007135,42
bSTFLx,Scissor-tailed Flycatcher,Tyrannus forficatus,22700500.0,Scissor-tailed Flycatcher,Tyrannus forficatus,Native,LC,decreasing,1,13661,64.22435240947686,0,0,0,0,D,DD,1,bSTFLx,1040730299,8372120,1
bSTGRx,Sharp-tailed Grouse,Tympanuchus phasianellus,22679511.0,Sharp-tailed Grouse,Tympanuchus phasianellus,Native,LC,decreasing,1,16319,44.33424583918607,0,0,0,0,D,DD,1,bSTGRx,781505611,21059388,3
bSTHAx,Short-tailed Hawk,Buteo brachyurus,22695897.0,Short-tailed Hawk,Buteo brachyurus,Native,LC,increasing,0,722,7.246720181020082,1,1,1,1,E,TR,1,bSTHAx,6648123,712814,11
bSTJAx,Steller's Jay,Cyanocitta stelleri,22705614.0,Steller's Jay,Cyanocitta stelleri,Native,LC,increasing,0,22456,42.33751036443186,0,0,0,0,A,A,0,bSTJAx,925661244,150693995,16
bSTKIx,Swallow-tailed Kite,Elanoides forficatus,22695017.0,Swallow-tailed Kite,Elanoides forficatus,Native,LC,increasing,0,3618,52.107155859743564,0,0,0,0,A,A,0,bSTKIx,232559957,18825706,8
bSTSAx,Stilt Sandpiper,Calidris himantopus,22693437.0,Stilt Sandpiper,Calidris himantopus,Native,LC,increasing,0,718,16.173551817891983,0,0,0,0,A,A,0,bSTSAx,26128956,5080144,19
bSURFx,Surfbird,Aphriza virgata,22693356.0,Surfbird,Calidris virgata,Native,LC,decreasing,1,391,1.4380659420849362,1,1,1,1,H,DD,1,bSURFx,819402,135789,17
bSUSCx,Surf Scoter,Melanitta perspicillata,22680441.0,Surf Scoter,Melanitta perspicillata,Native,LC,decreasing,1,1901,15.831140022488105,0,0,0,0,D,DD,1,bSUSCx,50866142,5216012,10
bSUTAx,Summer Tanager,Piranga rubra,22722456.0,Summer Tanager,Piranga rubra,Native,LC,stable,0,30782,38.725064779318046,0,0,0,0,A,A,0,bSUTAx,1236442541,53939744,4
bSWHAx,Swainson's Hawk,Buteo swainsoni,22695903.0,Swainson's Hawk,Buteo swainsoni,Native,LC,stable,0,43833,82.89603303934945,0,0,0,0,A,A,0,bSWHAx,4010602330,205628978,5
bSWSPx,Swamp Sparrow,Melospiza georgiana,22721070.0,Swamp Sparrow,Melospiza georgiana,Native,LC,increasing,0,46255,5.01351592246728,1,0,0,0,C,TR,1,bSWSPx,265762389,31489741,12
bSWTHx,Swainson's Thrush,Catharus ustulatus,103881981.0,Swainson's Thrush,Catharus swainsoni,Native,LC,unknown,0,18090,34.45884915510348,0,0,0,0,A,A,0,bSWTHx,600176238,109007785,18
bSWWAx,Swainson's Warbler,Limnothlypis swainsonii,22721776.0,Swainson's Warbler,Limnothlypis swainsonii,Native,LC,increasing,0,8988,30.11778323570096,0,0,0,0,A,A,0,bSWWAx,289030528,28492711,10
bTACRx,Tamaulipas Crow,Corvus imparatus,22705996.0,Tamaulipas Crow,Corvus imparatus,Native,LC,stable,0,139,50.72837227176099,0,0,0,0,A,A,0,bTACRx,9429956,88345,1
bTBKIx,Thick-billed Kingbird,Tyrannus crassirostris,22700494.0,Thick-billed Kingbird,Tyrannus crassirostris,Native,LC,increasing,0,625,11.39900632104109,0,1,1,1,B,TR,1,bTBKIx,6458008,1022047,16
bTBMUx,Thick-billed Murre,Uria lomvia,22694847.0,Thick-billed Murre,Uria lomvia,Native,LC,increasing,0,256,39.36466865549095,0,0,0,0,A,A,0,bTBMUx,21377712,226287,1
bTEWAx,Tennessee Warbler,Vermivora peregrina,22721621.0,Tennessee Warbler,Leiothlypis peregrina,Native,LC,stable,0,2172,63.9626663588275,0,0,0,0,A,A,0,bTEWAx,144068227,20105936,14
bTHGUx,Thayer's Gull,Larus thayeri,22729877.0,Iceland Gull,Larus glaucoides,Native,LC,stable,0,5400,20.83398192814744,0,0,0,0,A,A,0,bTHGUx,287491839,9805633,3
bTOSOx,Townsend's Solitaire,Myadestes townsendi,22708587.0,Townsend's Solitaire,Myadestes townsendi,Native,LC,increasing,0,31165,29.08187495359905,0,0,0,0,A,A,0,bTOSOx,889937216,134468431,15
bTOWAx,Townsend's Warbler,Dendroica townsendi,22721683.0,Townsend's Warbler,Setophaga townsendi,Native,LC,stable,0,8458,47.06624466984538,0,0,0,0,A,A,0,bTOWAx,373413043,68658030,18
bTRBLx,Tricolored Blackbird,Agelaius tricolor,22724196.0,Tricolored Blackbird,Agelaius tricolor,Native,EN,decreasing,1,981,3.770225012636845,1,0,1,1,H,DD,1,bTRBLx,5060730,939489,19
bTRESx,Tree Swallow,Tachycineta bicolor,22712057.0,Tree Swallow,Tachycineta bicolor,Native,LC,stable,0,63322,18.97997861013396,0,0,0,0,A,A,0,bTRESx,1256781051,86226907,7
bTRHEx,Tricolored Heron,Egretta tricolor,22696931.0,Tricolored Heron,Egretta tricolor,Native,LC,stable,0,3308,6.851376932441796,1,0,0,0,C,TR,1,bTRHEx,44813443,11883835,27
bTRKIx,Tropical Kingbird,Tyrannus melancholicus,22700485.0,Tropical Kingbird,Tyrannus melancholicus,Native,LC,increasing,0,272,0.18599026060604096,1,0,1,1,E,TR,1,bTRKIx,51004,11120,22
bTRPAx,Tropical Parula,Parula pitiayumi,103798640.0,Tropical Parula,Setophaga pitiayumi,Native,LC,increasing,0,237,44.675619240518856,0,0,0,0,A,A,0,bTRPAx,14973435,194278,1
bTRUSx,Trumpeter Swan,Cygnus buccinator,22679859.0,Trumpeter Swan,Cygnus buccinator,Native,LC,increasing,0,4988,8.156875672549518,1,0,0,0,C,TR,1,bTRUSx,49417440,4828459,10
bTUPUx,Tufted Puffin,Fratercula cirrhata,22694934.0,Tufted Puffin,Fratercula cirrhata,Native,LC,decreasing,1,333,39.74466057525488,0,0,0,0,D,DD,1,bTUPUx,30477075,4771423,16
bTUTIx,Tufted Titmouse,Baeolophus bicolor,22711983.0,Tufted Titmouse,Baeolophus bicolor,Native,LC,increasing,0,34469,52.503776343874996,0,0,0,0,A,A,0,bTUTIx,1840958164,95962978,5
bTUVUx,Turkey Vulture,Cathartes aura,22697627.0,Turkey Vulture,Cathartes aura,Native,LC,stable,0,82419,93.55371166865372,0,0,0,0,A,A,0,bTUVUx,8149437717,552659502,7
bUPSAx,Upland Sandpiper,Bartramia longicauda,22693203.0,Upland Sandpiper,Bartramia longicauda,Native,LC,increasing,0,26339,29.583421471530016,0,0,0,0,A,A,0,bUPSAx,813483341,14156871,2
bVABUx,Varied Bunting,Passerina versicolor,22723954.0,Varied Bunting,Passerina versicolor,Native,LC,stable,0,1495,57.02566573274298,0,0,0,0,A,A,0,bVABUx,100976692,5640023,6
bVASWx,Vaux's Swift,Chaetura vauxi,22733935.0,Vaux's Swift,Chaetura vauxi,Native,LC,increasing,0,6291,29.036840371540922,0,1,0,1,B,TR,1,bVASWx,171821475,19620780,11
bVATHx,Varied Thrush,Ixoreus naevius,22708385.0,Varied Thrush,Ixoreus naevius,Native,LC,decreasing,1,10245,55.9893158800056,0,0,0,0,D,DD,1,bVATHx,534460746,85183584,16
bVCHUx,Violet-crowned Hummingbird,Amazilia violiceps,22687624.0,Violet-crowned Hummingbird,Amazilia violiceps,Native,LC,unknown,0,440,49.02120606945942,0,1,0,1,B,TR,1,bVCHUx,23381553,1692022,7
bVEERx,Veery,Catharus fuscescens,22708655.0,Veery,Catharus fuscescens,Native,LC,decreasing,1,20024,26.26143978056672,0,0,0,0,D,DD,1,bVEERx,515441557,59050711,11
bVEFLx,Vermilion Flycatcher,Pyrocephalus rubinus,103682912.0,Common Vermilion Flycatcher,Pyrocephalus rubinus,Native,LC,decreasing,1,8881,38.02714283706647,0,0,0,0,D,DD,1,bVEFLx,406652724,21720547,5
bVERDx,Verdin,Auriparus flaviceps,22711568.0,Verdin,Auriparus flaviceps,Native,LC,increasing,0,7824,54.06272243438963,0,0,0,0,A,A,0,bVERDx,483852201,61227269,13
bVESPx,Vesper Sparrow,Pooecetes gramineus,22721188.0,Vesper Sparrow,Pooecetes gramineus,Native,LC,decreasing,1,62669,45.26616625675086,0,0,0,0,D,DD,1,bVESPx,2981846490,98732179,3
bVGSWx,Violet-green Swallow,Tachycineta thalassina,22712077.0,Violet-green Swallow,Tachycineta thalassina,Native,LC,increasing,0,30817,41.21865943333042,0,0,0,0,A,A,0,bVGSWx,1273584752,163520643,13
bVIRAx,Virginia Rail,Rallus limicola,22692479.0,Virginia Rail,Rallus limicola,Native,LC,increasing,0,43942,3.3185742664744105,1,0,0,0,C,TR,1,bVIRAx,168949019,23441576,14
bVIWAx,Virginia's Warbler,Vermivora virginiae,22721630.0,Virginia's Warbler,Leiothlypis virginiae,Native,LC,decreasing,1,9832,51.6034113057172,0,0,0,0,D,DD,1,bVIWAx,553013860,52655454,10
bWATAx,Wandering Tattler,Tringa incana,22693305.0,Wandering Tattler,Tringa incana,Native,LC,stable,0,284,0.16295352780544894,1,1,1,1,E,TR,1,bWATAx,67515,10049,15
bWAVIx,Warbling Vireo,Vireo gilvus,22735122.0,Warbling Vireo,Vireo gilvus,Native,LC,increasing,0,60885,18.894428973313087,0,0,0,0,A,A,0,bWAVIx,1130215412,100945116,9
bWBNUx,White-breasted Nuthatch,Sitta carolinensis,22711202.0,White-breasted Nuthatch,Sitta carolinensis,Native,LC,increasing,0,68149,29.632372629593025,0,0,0,0,A,A,0,bWBNUx,2000176964,178363986,9
bWCPIx,White-crowned Pigeon,Patagioenas leucocephala,22690229.0,White-crowned Pigeon,Patagioenas leucocephala,Native,NT,decreasing,1,51,6.7138155729086435,1,1,1,1,H,DD,1,bWCPIx,2975660,2441383,82
bWCSEx,White-collared Seedeater,Sporophila torqueola,22731776.0,White-collared Seedeater,Sporophila morelleti,Native,LC,increasing,0,42,20.248058624876077,0,0,1,1,B,TR,1,bWCSEx,2373291,275500,12
bWEBLx,Western Bluebird,Sialia mexicana,22708553.0,Western Bluebird,Sialia mexicana,Native,LC,increasing,0,16682,29.196531387253426,0,0,0,0,A,A,0,bWEBLx,485175378,54648788,11
bWEGRx,Western Grebe,Aechmophorus occidentalis,22696631.0,Western Grebe,Aechmophorus occidentalis,Native,LC,decreasing,1,28529,1.974966788224561,1,0,0,0,F,DD,1,bWEGRx,73752473,10829609,15
bWEGUx,Western Gull,Larus occidentalis,22694337.0,Western Gull,Larus occidentalis,Native,LC,increasing,0,474,38.88045140793562,0,0,0,0,A,A,0,bWEGUx,56920496,5086190,9
bWEKIx,Western Kingbird,Tyrannus verticalis,22700497.0,Western Kingbird,Tyrannus verticalis,Native,LC,increasing,0,43487,42.38665323416127,0,0,0,0,A,A,0,bWEKIx,2045214008,162299352,8
bWEMEx,Western Meadowlark,Sturnella neglecta,22724256.0,Western Meadowlark,Sturnella neglecta,Native,LC,decreasing,1,62550,52.32921825283678,0,0,0,0,D,DD,1,bWEMEx,3543192307,134556393,4
bWESAx,Western Sandpiper,Calidris mauri,22693376.0,Western Sandpiper,Calidris mauri,Native,LC,decreasing,1,11409,0.7052432255149933,1,0,0,0,F,DD,1,bWESAx,11883389,1585846,13
bWESJx,Western Scrub-jay,Aphelocoma californica,103727785.0,Western Scrub-jay,Aphelocoma californica,Native,LC,stable,0,16687,31.38020118725348,0,0,0,0,A,A,0,bWESJx,536092483,67137873,13
bWESOx,Western Screech-owl,Megascops kennicottii,22688747.0,Western Screech-owl,Megascops kennicottii,Native,LC,decreasing,1,23975,14.042146378016296,0,0,0,0,D,DD,1,bWESOx,336798117,50980812,15
bWETAx,Western Tanager,Piranga ludoviciana,22722471.0,Western Tanager,Piranga ludoviciana,Native,LC,increasing,0,22142,38.6911124307659,0,0,0,0,A,A,0,bWETAx,830266902,130602971,16
bWEVIx,White-eyed Vireo,Vireo griseus,22705188.0,White-eyed Vireo,Vireo griseus,Native,LC,increasing,0,29093,33.804468222484736,0,0,0,0,A,A,0,bWEVIx,1030852025,28787796,3
bWEWAx,Worm-eating Warbler,Helmitheros vermivorum,22721768.0,Worm-eating Warbler,Helmitheros vermivorum,Native,LC,increasing,0,15505,35.136492759239395,0,0,0,0,A,A,0,bWEWAx,535055502,31977303,6
bWEWPx,Western Wood-pewee,Contopus sordidulus,22699811.0,Western Wood-pewee,Contopus sordidulus,Native,LC,decreasing,1,34219,29.996949541921786,0,0,0,0,D,DD,1,bWEWPx,1003773395,152126239,15
bWFIBx,White-faced Ibis,Plegadis chihi,22697426.0,White-faced Ibis,Plegadis chihi,Native,LC,increasing,0,10646,16.351154294107126,0,0,0,0,A,A,0,bWFIBx,237929188,11471239,5
bWHCRx,Whooping Crane,Grus americana,22692156.0,Whooping Crane,Grus americana,Native,EN,increasing,1,537,40.41310070030861,0,0,0,0,D,DD,1,bWHCRx,29360616,892354,3
bWHIBx,White Ibis,Eudocimus albus,22697411.0,White Ibis,Eudocimus albus,Native,LC,stable,0,6968,7.997138835358638,1,0,0,0,C,TR,1,bWHIBx,88192774,16954244,19
bWHIMx,Whimbrel,Numenius phaeopus,22693178.0,Whimbrel,Numenius phaeopus,Native,LC,decreasing,1,1293,12.405898929521735,0,0,0,0,D,DD,1,bWHIMx,31161396,9218681,30
bWHSOx,Whiskered Screech-owl,Megascops trichopsis,22688766.0,Whiskered Screech-owl,Megascops trichopsis,Native,LC,increasing,0,437,14.231890063123787,0,1,1,1,B,TR,1,bWHSOx,5775070,1443574,25
bWHSWx,Tundra Swan,Cygnus columbianus,22679862.0,Tundra Swan,Cygnus columbianus,Native,LC,unknown,0,6306,11.050965368432994,0,0,0,0,A,A,0,bWHSWx,97295319,10060393,10
bWHWOx,White-headed Woodpecker,Picoides albolarvatus,22681169.0,White-headed Woodpecker,Leuconotopicus albolarvatus,Native,LC,stable,0,4319,23.684366424531387,0,1,0,1,B,TR,1,bWHWOx,96547672,18683855,19
bWIFLx,Willow Flycatcher,Empidonax traillii,22699848.0,Willow Flycatcher,Empidonax traillii,Native,LC,decreasing,1,41352,2.14613787935453,1,0,0,0,F,DD,1,bWIFLx,87359347,7732053,9
bWILLx,Willet,Tringa semipalmata,22693319.0,Willet,Tringa semipalmata,Native,LC,stable,0,17910,41.00657537035253,0,0,0,0,A,A,0,bWILLx,821614162,51627750,6
bWIPHx,Wilson's Phalarope,Phalaropus tricolor,22693472.0,Wilson's Phalarope,Steganopus tricolor,Native,LC,increasing,0,25830,10.656153590504342,0,0,0,0,A,A,0,bWIPHx,293397817,20248076,7
bWIPLx,Wilson's Plover,Charadrius wilsonia,22693774.0,Wilson's Plover,Charadrius wilsonia,Native,LC,decreasing,1,1010,11.691553746374652,0,0,0,0,D,DD,1,bWIPLx,26159980,6606258,25
bWISAx,Williamson's Sapsucker,Sphyrapicus thyroideus,22680877.0,Williamson's Sapsucker,Sphyrapicus thyroideus,Native,LC,stable,0,14440,35.18854952812097,0,0,0,0,A,A,0,bWISAx,492620070,77994037,16
bWISNx,Wilson's Snipe,Gallinago delicata,22729867.0,Wilson's Snipe,Gallinago delicata,Native,LC,decreasing,1,56015,17.329677667160823,0,0,0,0,D,DD,1,bWISNx,1077103758,39148827,4
bWITUx,Wild Turkey,Meleagris gallopavo,22679525.0,Wild Turkey,Meleagris gallopavo,Native,LC,increasing,0,60278,64.65355052002928,0,0,0,0,A,A,0,bWITUx,3964115294,167879940,4
bWIWAx,Wilson's Warbler,Wilsonia pusilla,22721879.0,Wilson's Warbler,Cardellina pusilla,Native,LC,decreasing,1,12619,40.199848960792906,0,0,0,0,D,DD,1,bWIWAx,489089744,81743016,17
bWIWRx,Winter Wren,Troglodytes troglodytes,103885731.0,Winter Wren,Troglodytes hiemalis,Native,LC,unknown,0,44954,42.97287067028408,0,0,0,0,A,A,0,bWIWRx,1916505221,197338057,10
bWODUx,Wood Duck,Aix sponsa,22680104.0,Wood Duck,Aix sponsa,Native,LC,increasing,0,68283,6.177532249726182,1,0,0,0,C,TR,1,bWODUx,453043686,44105945,10
bWOSTx,Wood Stork,Mycteria americana,22697648.0,Wood Stork,Mycteria americana,Native,LC,decreasing,1,3957,15.536899958098125,0,0,0,0,D,DD,1,bWOSTx,91747788,16575013,18
bWOTHx,Wood Thrush,Hylocichla mustelina,22708670.0,Wood Thrush,Hylocichla mustelina,Native,NT,decreasing,1,34307,35.82093529765707,0,0,0,0,D,DD,1,bWOTHx,1224349053,92104130,8
bWPWIx,Whip-poor-will,Caprimulgus vociferus,22736393.0,Eastern Whip-poor-will,Antrostomus vociferus,Native,LC,decreasing,1,32429,44.22547507582324,0,0,0,0,D,DD,1,bWPWIx,1421157428,62748513,4
bWRENx,Wrentit,Chamaea fasciata,22716861.0,Wrentit,Chamaea fasciata,Native,LC,stable,0,3267,45.63003465339838,0,0,0,0,A,A,0,bWRENx,143643100,19352782,13
bWTDOx,White-tipped Dove,Leptotila verreauxi,22690854.0,White-tipped Dove,Leptotila verreauxi,Native,LC,increasing,0,316,6.50801234883344,1,0,1,1,E,TR,1,bWTDOx,3826012,125126,3
bWTHAx,White-tailed Hawk,Buteo albicaudatus,22695906.0,White-tailed Hawk,Geranoaetus albicaudatus,Native,LC,increasing,0,709,75.11539888419885,0,0,0,0,A,A,0,bWTHAx,76365214,1196789,2
bWTKIx,White-tailed Kite,Elanus leucurus,22695036.0,White-tailed Kite,Elanus leucurus,Native,LC,increasing,0,5851,28.45005366711587,0,0,0,0,A,A,0,bWTKIx,214928399,12784858,6
bWTPTx,White-tailed Ptarmigan,Lagopus leucura,22679473.0,White-tailed Ptarmigan,Lagopus leucura,Native,LC,decreasing,1,2181,9.563168817487576,1,1,0,1,H,DD,1,bWTPTx,19538481,9305444,48
bWTSPx,White-throated Sparrow,Zonotrichia albicollis,22721085.0,White-throated Sparrow,Zonotrichia albicollis,Native,LC,stable,0,48449,53.74448582604228,0,0,0,0,A,A,0,bWTSPx,2711071102,189268720,7
bWTSWx,White-throated Swift,Aeronautes saxatalis,22686733.0,White-throated Swift,Aeronautes saxatalis,Native,LC,decreasing,1,25801,63.89409312620175,0,0,0,0,D,DD,1,bWTSWx,1780498933,236695411,13
bWWCRx,White-winged Crossbill,Loxia leucoptera,22728944.0,Two-barred Crossbill,Loxia leucoptera,Native,LC,decreasing,1,34336,22.718228984134413,0,0,0,0,D,DD,1,bWWCRx,745406962,116736828,16
bWWDOx,White-winged Dove,Zenaida asiatica,22733956.0,White-winged Dove,Zenaida asiatica,Native,LC,increasing,0,10202,59.95814177227265,0,0,0,0,A,A,0,bWWDOx,728035349,30905093,4
bWWSCx,White-winged Scoter,Melanitta fusca,22734194.0,White-winged Scoter,Melanitta deglandi,Native,LC,decreasing,1,1824,20.949579710958933,0,0,0,0,D,DD,1,bWWSCx,64616013,5133338,8
bXAMUx,Xantus's Murrelet,Synthliboramphus hypoleucus,62101215.0,Guadalupe Murrelet,Synthliboramphus hypoleucus,Native,EN,decreasing,1,33,28.407683318314074,0,1,0,1,G,DD,1,bXAMUx,20520868,22994,0
bYBCHx,Yellow-breasted Chat,Icteria virens,22722057.0,Yellow-breasted Chat,Icteria virens,Native,LC,stable,0,59550,24.744680765373932,0,0,0,0,A,A,0,bYBCHx,1474066106,102863896,7
bYBCUx,Yellow-billed Cuckoo,Coccyzus americanus,22684331.0,Yellow-billed Cuckoo,Coccyzus americanus,Native,LC,decreasing,1,45500,16.900212740267385,0,0,0,0,D,DD,1,bYBCUx,794575708,55404895,7
bYBFLx,Yellow-bellied Flycatcher,Empidonax flaviventris,22699839.0,Yellow-bellied Flycatcher,Empidonax flaviventris,Native,LC,increasing,0,5032,20.527296288529445,0,0,0,0,A,A,0,bYBFLx,102912457,16172435,16
bYBMAx,Yellow-billed Magpie,Pica nuttalli,22705874.0,Yellow-billed Magpie,Pica nutalli,Native,NT,increasing,0,987,47.28734249145626,0,1,0,1,B,TR,1,bYBMAx,44869479,3100663,7
bYBSAx,Yellow-bellied Sapsucker,Sphyrapicus varius,22680868.0,Yellow-bellied Sapsucker,Sphyrapicus varius,Native,LC,decreasing,1,32989,40.97463414770822,0,0,0,0,D,DD,1,bYBSAx,1397139238,75810719,5
bYCNHx,Yellow-crowned Night-heron,Nyctanassa violacea,22697203.0,Yellow-crowned Night-heron,Nyctanassa violacea,Native,LC,stable,0,19290,20.24084986249029,0,0,0,0,A,A,0,bYCNHx,462556488,37881106,8
bYEJUx,Yellow-eyed Junco,Junco phaeonotus,103778667.0,Yellow-eyed Junco,Junco phaeonotus,Native,LC,decreasing,1,460,51.194827156806156,0,1,0,1,G,DD,1,bYEJUx,23692085,3775052,16
bYERAx,Yellow Rail,Coturnicops noveboracensis,22692275.0,Yellow Rail,Coturnicops noveboracensis,Native,LC,stable,0,11540,13.403716850126086,0,0,0,0,A,A,0,bYERAx,198503125,12558472,6
bYFGUx,Yellow-footed Gull,Larus livens,22694340.0,Yellow-footed Gull,Larus livens,Native,LC,stable,0,37,3.608011805515983,1,1,1,1,E,TR,1,bYFGUx,1103029,596976,54
bYGVIx,Yellow-green Vireo,Vireo flavoviridis,22705248.0,Yellow-green Vireo,Vireo flavoviridis,Native,LC,unknown,0,19,9.682458515702232,1,0,1,1,E,TR,1,bYGVIx,491060,93833,19
bYHBLx,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,22724169.0,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,Native,LC,increasing,0,22579,9.183263521666268,1,0,0,0,C,TR,1,bYHBLx,242414754,7805265,3
bYRWAx,Yellow-rumped Warbler,Dendroica coronata,103798425.0,Myrtle Warbler,Setophaga coronata,Native,LC,unknown,0,59949,69.64718448768514,0,0,0,0,A,A,0,bYRWAx,4346885037,418678437,10
bYTVIx,Yellow-throated Vireo,Vireo flavifrons,22705237.0,Yellow-throated Vireo,Vireo flavifrons,Native,LC,increasing,0,34834,11.4757785247106,0,0,0,0,A,A,0,bYTVIx,397792846,18335105,5
bYTWAx,Yellow-throated Warbler,Dendroica dominica,22724793.0,Yellow-throated Warbler,Setophaga dominica,Native,LC,increasing,0,21907,11.763476310199852,0,0,0,0,A,A,0,bYTWAx,283637379,16171637,6
