gapSppCode,gapComName,gapSciName,iucnTaxonID,iucnComName,iucnSciName,originUS,RedListStatus,PopulationTrend,iucnTrend,hucCount,meanPercUse,habBreadth,L2endemic,spp10p,Endemic,Group,Subgroup,potRare,Spp,totalSppPix,SppProt,SppPercProt
bYWARx,Yellow Warbler,Dendroica petechia,22721657.0,American Yellow Warbler,Setophaga petechia,Native,LC,stable,0,63024,18.67615045837462,0,0,0,0,A,A,0,bYWARx,1172058973,93519874,8
bZTHAx,Zone-tailed Hawk,Buteo albonotatus,22695926.0,Zone-tailed Hawk,Buteo albonotatus,Native,LC,increasing,0,4211,31.058151809048425,0,0,0,0,A,A,0,bZTHAx,139422614,8851809,6
mABBEx,American Black Bear,Ursus americanus,41687.0,American Black Bear,Ursus americanus,Native,LC,increasing,0,30427,51.745698432894145,0,0,0,0,A,A,0,mABBEx,1547372034,226234739,15
mABEBx,Allen's Big-eared Bat,Idionycteris phyllotis,10790.0,Allen's Big-eared Bat,Idionycteris phyllotis,Native,LC,stable,0,2520,55.62723401742231,0,0,0,0,A,A,0,mABEBx,143368730,26498796,18
mABSQx,Abert's Squirrel,Sciurus aberti,42461.0,Abert's Squirrel,Sciurus aberti,Native,LC,stable,0,4089,24.09038355847144,0,0,0,0,A,A,0,mABSQx,97954973,10614966,11
mACRAx,Arizona Cotton Rat,Sigmodon arizonae,20211.0,Arizona Cotton Rat,Sigmodon arizonae,Native,LC,unknown,0,502,36.52258570830554,0,1,0,1,B,TR,1,mACRAx,21076434,2230174,11
mACSHx,Arctic Shrew,Sorex arcticus,41385.0,Arctic Shrew,Sorex arcticus,Native,LC,stable,0,7194,8.16245643584209,1,0,0,0,C,TR,1,mACSHx,63406987,10934989,17
mAGSQx,Arizona Gray Squirrel,Sciurus arizonensis,20005.0,Arizona Gray Squirrel,Sciurus arizonensis,Native,DD,unknown,0,1150,31.72493328373454,0,1,0,1,B,TR,1,mAGSQx,33550395,3391475,10
mAHNSx,American Hog-nosed Skunk,Conepatus leuconotus,41632.0,American Hog-nosed Skunk,Conepatus leuconotus,Native,LC,decreasing,1,8245,65.95546178892138,0,0,0,0,D,DD,1,mAHNSx,619230397,31169107,5
mAKRAx,Agile Kangaroo Rat,Dipodomys agilis,6684.0,Agile Kangaroo Rat,Dipodomys agilis,Native,LC,decreasing,1,742,38.36300571893335,0,0,0,0,D,DD,1,mAKRAx,29824045,8086466,27
mALCHx,Alpine Chipmunk,Tamias alpinus,42568.0,Alpine Chipmunk,Neotamias alpinus,Native,LC,stable,0,162,33.754817513038056,0,1,1,1,B,TR,1,mALCHx,5568188,5330309,96
mALWOx,Allegheny Woodrat,Neotoma magister,14581.0,Allegheny Woodrat,Neotoma magister,Native,NT,decreasing,1,3415,47.804871327762186,0,1,0,1,G,DD,1,mALWOx,169148486,8589684,5
mAMBAx,American Badger,Taxidea taxus,41663.0,American Badger,Taxidea taxus,Native,LC,decreasing,1,57949,52.212895453926926,0,0,0,0,D,DD,1,mAMBAx,3310132313,289883109,9
mAMBEx,American Beaver,Castor canadensis,4003.0,American Beaver,Castor canadensis,Native,LC,stable,0,70794,6.76393676684136,1,0,0,0,C,TR,1,mAMBEx,496599456,39547791,8
mAMMAx,American Marten,Martes americana,41648.0,American Marten,Martes americana,Native,LC,decreasing,1,11609,32.64212930411838,0,0,0,0,D,DD,1,mAMMAx,361678245,89548809,25
mAMMIx,American Mink,Neovison vison,41661.0,American Mink,Neovison vison,Native,LC,stable,0,28819,7.0004452836722875,1,0,0,0,C,TR,1,mAMMIx,200272488,24381670,12
mANJAx,Antelope Jackrabbit,Lepus alleni,41272.0,Antelope Jackrabbit,Lepus alleni,Native,LC,stable,0,799,69.86790978191387,0,0,0,0,A,A,0,mANJAx,62584668,7877574,13
mAPCOx,Appalachian Cottontail,Sylvilagus obscurus,41301.0,Appalachian Cottontail,Sylvilagus obscurus,Native,NT,decreasing,1,2040,36.34652190548816,0,1,0,1,G,DD,1,mAPCOx,75482612,5050677,7
mAPGOx,Attwater's Pocket Gopher,Geomys attwateri,136380.0,Attwater's Pocket Gopher,Geomys attwateri,Native,LC,stable,0,665,33.59621838807221,0,0,0,0,A,A,0,mAPGOx,27352113,181232,1
mAPMOx,Arizona Pocket Mouse,Perognathus amplus,16633.0,Arizona Pocket Mouse,Perognathus amplus,Native,LC,stable,0,1513,49.551494898812884,0,1,0,1,B,TR,1,mAPMOx,78870512,12846035,16
mAPSHx,American Pygmy Shrew,Sorex hoyi,41400.0,American Pygmy Shrew,Sorex hoyi,Native,LC,stable,0,13350,38.71794054771434,0,0,0,0,A,A,0,mAPSHx,509731219,58042230,11
mARMYx,Arizona Myotis,Myotis occultus,136650.0,Arizona Myotis,Myotis occultus,Native,LC,stable,0,7546,8.534132657968732,1,0,0,0,C,TR,1,mARMYx,65272944,7687617,12
mARSHx,Arizona Shrew,Sorex arizonae,20396.0,Arizona Shrew,Sorex arizonae,Native,LC,unknown,0,76,0.08908798817888246,1,0,1,1,E,TR,1,mARSHx,7066,2438,35
mAWSHx,American Water Shrew,Sorex palustris,41410.0,American Water Shrew,Sorex palustris,Native,LC,stable,0,23494,5.395561947209878,1,0,0,0,C,TR,1,mAWSHx,123984367,16901580,14
mAZWOx,Arizona Woodrat,Neotoma devia,14586.0,Arizona Woodrat,Neotoma devia,Native,LC,stable,0,1626,65.89733401910729,0,0,0,0,A,A,0,mAZWOx,117461560,26124618,22
mBASHx,Barbary Sheep,Ammotragus lervia,1151.0,Aoudad,Ammotragus lervia,Introduced,VU,decreasing,0,592,21.430214306507363,0,0,0,0,X,X,0,mBASHx,14624951,337813,2
mBBBAx,Big Brown Bat,Eptesicus fuscus,7928.0,Big Brown Bat,Eptesicus fuscus,Native,LC,increasing,0,82715,99.1752001256688,0,0,0,0,A,A,0,mBBBAx,8913434930,617370329,7
mBCPMx,Baja California Pocket Mouse,Chaetodipus rudinoris,136837.0,Baja Pocket Mouse,Chaetodipus rudinoris,Native,LC,stable,0,180,29.44037072395767,0,1,0,1,B,TR,1,mBCPMx,5587617,1606250,29
mBDSHx,Baird's Shrew,Sorex bairdi,41387.0,Baird's Shrew,Sorex bairdi,Native,LC,unknown,0,520,55.999326281259,0,0,0,0,A,A,0,mBDSHx,27959546,2844696,10
mBEDEx,Black-eared Deermouse,Peromyscus melanotis,16678.0,Black-eared Mouse,Peromyscus melanotis,Native,LC,unknown,0,116,11.917010538117022,0,1,1,1,B,TR,1,mBEDEx,1144373,520588,45
mBEWOx,Big-eared Woodrat,Neotoma macrotis,14597.0,Big-eared Woodrat,Neotoma macrotis,Native,LC,unknown,0,1140,39.15304685558185,0,0,0,0,A,A,0,mBEWOx,44492018,6535554,15
mBFFEx,Black-footed Ferret,Mustela nigripes,14020.0,Black-footed Ferret,Mustela nigripes,Reintroduced,EN,decreasing,1,448,36.19413091556435,0,0,0,0,D,DD,1,mBFFEx,18113943,1725350,10
mBFMOx,Broad-footed Mole,Scapanus latimanus,41473.0,Broad-footed Mole,Scapanus latimanus,Native,LC,stable,0,3752,11.38522836551583,0,0,0,0,A,A,0,mBFMOx,41518181,3937241,9
mBFTBx,Big Free-tailed Bat,Nyctinomops macrotis,14996.0,Big Free-tailed Bat,Nyctinomops macrotis,Native,LC,unknown,0,12366,73.03401416947099,0,0,0,0,A,A,0,mBFTBx,988838259,123722632,13
mBGSQx,Belding's Ground Squirrel,Urocitellus beldingi,42464.0,Belding's Ground Squirrel,Urocitellus beldingi,Native,LC,stable,0,4643,56.18367446549571,0,0,0,0,A,A,0,mBGSQx,268123945,31970875,12
mBISHx,Bighorn Sheep,Ovis canadensis,15735.0,Bighorn Sheep,Ovis canadensis,Native,LC,stable,0,19896,64.70960317383367,0,0,0,0,A,A,0,mBISHx,1369211191,237309629,17
mBISOx,American Bison,Bison bison,2815.0,American Bison,Bison bison,Native,NT,stable,0,601,16.331720729208275,0,0,0,0,A,A,0,mBISOx,11533569,5499628,48
mBOBCx,Bobcat,Lynx rufus,12521.0,Bobcat,Lynx rufus,Native,LC,stable,0,68830,68.77313657143911,0,0,0,0,A,A,0,mBOBCx,4975068915,465178950,9
mBOGOx,Botta's Pocket Gopher,Thomomys bottae,21799.0,Botta's Pocket Gopher,Thomomys bottae,Native,LC,stable,0,16745,75.07475445900434,0,0,0,0,A,A,0,mBOGOx,1376247381,167321130,12
mBPGOx,Baird's Pocket Gopher,Geomys breviceps,136840.0,Baird's Pocket Gopher,Geomys breviceps,Native,LC,stable,0,3394,34.732278485918165,0,0,0,0,A,A,0,mBPGOx,126991225,2933282,2
mBPMOx,Bailey's Pocket Mouse,Chaetodipus baileyi,4328.0,Bailey's Pocket Mouse,Chaetodipus baileyi,Native,LC,stable,0,1552,67.02174962602994,0,0,0,0,A,A,0,mBPMOx,115168571,15179069,13
mBRBEx,Brown Bear,Ursus arctos,41688.0,Brown Bear,Ursus arctos,Native,LC,stable,0,1567,70.94966187178375,0,1,0,1,B,TR,1,mBRBEx,109299014,48206848,44
mBRDEx,Brush Deermouse,Peromyscus boylii,16652.0,Brush Mouse,Peromyscus boylii,Native,LC,stable,0,11013,54.387061869989566,0,0,0,0,A,A,0,mBRDEx,624833217,70314417,11
mBRRAx,Brush Rabbit,Sylvilagus bachmani,41302.0,Brush Rabbit,Sylvilagus bachmani,Native,LC,stable,0,3414,49.10458969505228,0,0,0,0,A,A,0,mBRRAx,157518497,18467482,12
mBRRTx,Brown Rat,Rattus norvegicus,19353.0,Brown Rat,Rattus norvegicus,Introduced,LC,stable,0,50166,3.7880333751366235,0,0,0,0,X,X,0,mBRRTx,198817603,822807,0
mBTJAx,Black-tailed Jackrabbit,Lepus californicus,41276.0,Black-tailed Jackrabbit,Lepus californicus,Native,LC,stable,0,35817,63.744271016430005,0,0,0,0,A,A,0,mBTJAx,2609639539,206596361,8
mBTKRx,Banner-tailed Kangaroo Rat,Dipodomys spectabilis,6693.0,Banner-tailed Kangaroo Rat,Dipodomys spectabilis,Native,NT,decreasing,1,3159,50.42498787397458,0,0,0,0,D,DD,1,mBTKRx,186765532,8294661,4
mBTWOx,Bushy-tailed Woodrat,Neotoma cinerea,42673.0,Bushy-tailed Woodrat,Neotoma cinerea,Native,LC,stable,0,25121,58.76332398093232,0,0,0,0,A,A,0,mBTWOx,1545822410,194057736,13
mCADEx,California Deermouse,Peromyscus californicus,16654.0,California Mouse,Peromyscus californicus,Native,LC,stable,0,1243,35.42194176173877,0,1,0,1,B,TR,1,mCADEx,44335927,7118921,16
mCALYx,Canadian Lynx,Lynx canadensis,12518.0,Canada Lynx,Lynx canadensis,Native,LC,stable,0,9192,47.36365468039658,0,0,0,0,A,A,0,mCALYx,420568310,79405433,19
mCAMYx,Californian Myotis,Myotis californicus,14150.0,Californian Myotis,Myotis californicus,Native,LC,unknown,0,23486,91.21126565165164,0,0,0,0,A,A,0,mCAMYx,2289916729,302128966,13
mCARIx,Caribou,Rangifer tarandus,29742.0,Reindeer,Rangifer tarandus,Native,VU,decreasing,1,67,35.31777266256693,0,1,1,1,G,DD,1,mCARIx,2041552,171909,8
mCASEx,California Sealion,Zalophus californianus,41666.0,Californian Sea Lion,Zalophus californianus,Native,LC,increasing,0,453,38.930863531306144,0,0,0,0,A,A,0,mCASEx,55818892,4774307,9
mCASQx,California Ground Squirrel,Otospermophilus beecheyi,20481.0,California Ground Squirrel,Otospermophilus beecheyi,Native,LC,stable,0,5262,74.92068876292589,0,0,0,0,A,A,0,mCASQx,392271220,48286548,12
mCAVOx,California Vole,Microtus californicus,13427.0,Amargosa Vole,Microtus californicus,Native,LC,stable,0,2776,27.024411737171608,0,0,0,0,A,A,0,mCAVOx,70415019,6843308,10
mCCDEx,Cactus Deermouse,Peromyscus eremicus,16659.0,Cactus Mouse,Peromyscus eremicus,Native,LC,stable,0,6179,79.54315230003894,0,0,0,0,A,A,0,mCCDEx,556770907,104427411,19
mCFCHx,California Chipmunk,Tamias obscurus,21359.0,California Chipmunk,Neotamias obscurus,Native,LC,stable,0,214,27.76588063827064,0,0,0,0,A,A,0,mCFCHx,5867488,2864538,49
mCGGSx,Cascade Golden-mantled Ground Squirrel,Callospermophilus saturatus,42562.0,Cascade Golden-mantled Ground Squirrel,Callospermophilus saturatus,Native,LC,stable,0,526,50.53507445311924,0,1,0,1,B,TR,1,mCGGSx,26855332,9141542,34
mCGMOx,Chihuahuan Grasshopper Mouse,Onychomys arenicola,15337.0,Chihuahuan Grasshopper Mouse,Onychomys arenicola,Native,LC,stable,0,2885,50.47231882476615,0,0,0,0,A,A,0,mCGMOx,172567517,9929449,6
mCGSHx,Cockrum's Gray Shrew,Notiosorex cockrumi,136666.0,Cockrum's Grey Shrew,Notiosorex cockrumi,Native,LC,stable,0,88,43.7769088082436,0,0,1,1,B,TR,1,mCGSHx,4266579,54051,1
mCHITx,Chital,Axis axis,41783.0,Chital,Axis axis,Introduced,LC,unknown,0,1190,46.42617055560358,0,1,0,1,X,X,0,mCHITx,65360189,667216,1
mCHPMx,Chihuahuan Pocket Mouse,Chaetodipus eremicus,136606.0,Chihuahuan Desert Pocket Mouse,Chaetodipus eremicus,Native,LC,unknown,0,1618,58.41749492680826,0,1,0,1,B,TR,1,mCHPMx,116972752,5796003,5
mCISHx,Cinereus Shrew,Sorex cinereus,41392.0,Cinereus Shrew,Sorex cinereus,Native,LC,stable,0,37259,77.1398157277676,0,0,0,0,A,A,0,mCISHx,2891692884,180326560,6
mCKRAx,California Kangaroo Rat,Dipodomys californicus,42599.0,California Kangaroo Rat,Dipodomys californicus,Native,LC,stable,0,1212,43.73203493837632,0,0,0,0,A,A,0,mCKRAx,49890245,4247487,9
mCLCHx,Cliff Chipmunk,Tamias dorsalis,42571.0,Gray-collared Chipmunk,Neotamias dorsalis,Native,LC,stable,0,5486,59.61370657403119,0,0,0,0,A,A,0,mCLCHx,360040676,34747629,10
mCLEBx,Californian Leaf-nosed Bat,Macrotus californicus,12652.0,Californian Leaf-nosed Bat,Macrotus californicus,Native,LC,stable,0,2307,66.41624055384355,0,1,0,1,B,TR,1,mCLEBx,173359976,51435361,30
mCLOBx,Curasoan Long-nosed Bat,Leptonycteris curasoae,136659.0,Lesser Long-nosed Bat,Leptonycteris yerbabuenae,Native,NT,decreasing,1,961,54.99096810784915,0,0,0,0,D,DD,1,mCLOBx,55873238,7034083,13
mCMMUx,Common Muskrat,Ondatra zibethicus,15324.0,Muskrat,Ondatra zibethicus,Native,LC,stable,0,68211,6.324152181148912,1,0,0,0,C,TR,1,mCMMUx,464661399,40455558,9
mCNDEx,Canyon Deermouse,Peromyscus crinitus,16656.0,Canyon Mouse,Peromyscus crinitus,Native,LC,stable,0,9649,63.22852890590072,0,0,0,0,A,A,0,mCNDEx,679032817,127802818,19
mCOCHx,Colorado Chipmunk,Tamias quadrivittatus,42576.0,Colorado Chipmunk,Neotamias quadrivittatus,Native,LC,stable,0,3584,35.600768232034724,0,0,0,0,A,A,0,mCOCHx,124546900,14673240,12
mCODEx,Cotton Deermouse,Peromyscus gossypinus,42653.0,Key Largo Cotton Mouse,Peromyscus gossypinus,Native,LC,stable,0,10662,19.07178410160075,0,0,0,0,A,A,0,mCODEx,229800708,18330736,8
mCOORx,Coues' Oryzomys,Oryzomys couesi,15592.0,Coues's Rice Rat,Oryzomys couesi,Native,LC,unknown,0,10,4.5974324088394285,1,1,1,1,E,TR,1,mCOORx,261298,71787,27
mCOPEx,Collared Peccary,Pecari tajacu,41777.0,Collared Peccary,Pecari tajacu,Native,LC,stable,0,3774,61.34370609385769,0,0,0,0,A,A,0,mCOPEx,257894223,16153630,6
mCOSQx,Columbian Ground Squirrel,Urocitellus columbianus,42466.0,Columbian Ground Squirrel,Urocitellus columbianus,Native,LC,stable,0,4147,48.987182443756474,0,0,0,0,A,A,0,mCOSQx,189915698,22472043,12
mCOUGx,Cougar,Puma concolor,18868.0,Puma,Puma concolor,Native,LC,decreasing,1,37278,66.22946735497045,0,0,0,0,D,DD,1,mCOUGx,2581504044,318265466,12
mCOYOx,Coyote,Canis latrans,3745.0,Coyote,Canis latrans,Native,LC,increasing,0,82566,88.84269532611808,0,0,0,0,A,A,0,mCOYOx,7765420928,530156182,7
mCOYPx,Coypu,Myocastor coypus,14085.0,Coypu,Myocastor coypus,Introduced,LC,decreasing,0,12577,7.484563157524607,0,0,0,0,X,X,0,mCOYPx,110617362,8685787,8
mCPGOx,Camas Pocket Gopher,Thomomys bulbivorus,42594.0,Camas Pocket Gopher,Thomomys bulbivorus,Native,LC,stable,0,167,46.68932914939726,0,1,0,1,B,TR,1,mCPGOx,6679873,126128,2
mCPMOx,California Pocket Mouse,Chaetodipus californicus,4329.0,California Pocket Mouse,Chaetodipus californicus,Native,LC,stable,0,1434,59.25983689601581,0,1,0,1,B,TR,1,mCPMOx,82262400,12127271,15
mCRGSx,Crawford's Gray Shrew,Notiosorex crawfordi,41456.0,Desert Shrew,Notiosorex crawfordi,Native,LC,stable,0,13750,76.20143620536913,0,0,0,0,A,A,0,mCRGSx,1175391515,128036580,11
mCRVOx,Creeping Vole,Microtus oregoni,42632.0,Creeping Vole,Microtus oregoni,Native,LC,stable,0,2700,52.27417447136681,0,0,0,0,A,A,0,mCRVOx,130419587,17821965,14
mCSMOx,Coast Mole,Scapanus orarius,41474.0,Coast Mole,Scapanus orarius,Native,LC,stable,0,3428,67.38750305081855,0,0,0,0,A,A,0,mCSMOx,208817956,23954406,11
mCTKRx,Chisel-toothed Kangaroo Rat,Dipodomys microps,42603.0,Houserock Chisel-toothed Kangaroo Rat,Dipodomys microps,Native,LC,stable,0,4273,53.524263570233,0,1,0,1,B,TR,1,mCTKRx,293394344,47043480,16
mCTPGx,Central Texas Pocket Gopher,Geomys texensis,9062.0,Central Texas Pocket Gopher,Geomys texensis,Native,LC,unknown,0,312,65.44002868984225,0,1,0,1,B,TR,1,mCTPGx,23963837,65831,0
mCVMYx,Cave Myotis,Myotis velifer,14208.0,Cave Myotis,Myotis velifer,Native,LC,stable,0,8430,59.05722835327789,0,0,0,0,A,A,0,mCVMYx,567734377,36892219,6
mDECOx,Desert Cottontail,Sylvilagus audubonii,41297.0,Desert Cottontail,Sylvilagus audubonii,Native,LC,stable,0,21427,60.73168427026281,0,0,0,0,A,A,0,mDECOx,1450972156,104718602,7
mDEWOx,Desert Woodrat,Neotoma lepida,116988741.0,Desert Woodrat,Neotoma lepida,Native,LC,stable,0,7271,70.16872342490139,0,0,0,0,A,A,0,mDEWOx,593085025,137695415,23
mDFWOx,Dusky-footed Woodrat,Neotoma fuscipes,14587.0,Dusky-footed Woodrat,Neotoma fuscipes,Native,LC,stable,0,2822,47.96984953502361,0,0,0,0,A,A,0,mDFWOx,127266802,15356477,12
mDKMOx,Dark Kangaroo Mouse,Microdipodops megacephalus,42606.0,Owyhee River Kangaroo Mouse,Microdipodops megacephalus,Native,LC,decreasing,1,2139,56.65406512548427,0,1,0,1,G,DD,1,mDKMOx,165515466,19847699,12
mDKRAx,Desert Kangaroo Rat,Dipodomys deserti,6686.0,Desert Kangaroo Rat,Dipodomys deserti,Native,LC,stable,0,1992,19.783053934590555,0,1,0,1,B,TR,1,mDKRAx,46826379,14785090,32
mDOSQx,Douglas's Squirrel,Tamiasciurus douglasii,42586.0,Douglas's Squirrel,Tamiasciurus douglasii,Native,LC,stable,0,2445,19.659009698311415,0,1,0,1,B,TR,1,mDOSQx,45910767,15263503,33
mDPGOx,Desert Pocket Gopher,Geomys arenarius,9054.0,Desert Pocket Gopher,Geomys arenarius,Native,NT,unknown,0,579,65.30883924812314,0,1,0,1,B,TR,1,mDPGOx,43572815,2839036,7
mDPMOx,Desert Pocket Mouse,Chaetodipus penicillatus,4336.0,Desert Pocket Mouse,Chaetodipus penicillatus,Native,LC,stable,0,2492,62.04377127716457,0,1,0,1,B,TR,1,mDPMOx,169153541,35119034,21
mDUSHx,Dusky Shrew,Sorex monticolus,41405.0,Montane Shrew,Sorex monticolus,Native,LC,stable,0,16921,74.38809411316568,0,0,0,0,A,A,0,mDUSHx,1256888745,178385778,14
mDWSHx,Dwarf Shrew,Sorex nanus,41406.0,Dwarf Shrew,Sorex nanus,Native,LC,unknown,0,12820,53.204741755492975,0,0,0,0,A,A,0,mDWSHx,712527993,75133025,11
mDZRAx,Dulzura Kangaroo Rat,Dipodomys simulans,136630.0,Dulzura Kangaroo Rat,Dipodomys simulans,Native,LC,unknown,0,341,35.48112898150696,0,1,0,1,B,TR,1,mDZRAx,12563182,2069811,16
mEACHx,Eastern Chipmunk,Tamias striatus,42583.0,Eastern Chipmunk,Tamias striatus,Native,LC,stable,0,30439,36.66033273006124,0,0,0,0,A,A,0,mEACHx,1091758056,66060726,6
mEACOx,Eastern Cottontail,Sylvilagus floridanus,41299.0,Eastern Cottontail,Sylvilagus floridanus,Native,LC,increasing,0,53731,15.51496284878665,0,0,0,0,A,A,0,mEACOx,855823718,37028149,4
mEAMOx,Eastern Mole,Scalopus aquaticus,41471.0,Eastern Mole,Scalopus aquaticus,Native,LC,stable,0,36954,40.89495353615571,0,0,0,0,A,A,0,mEAMOx,1562913286,39449605,3
mEAPIx,Eastern Pipistrelle,Pipistrellus subflavus,17366.0,Eastern Pipistrelle,Perimyotis subflavus,Native,LC,stable,0,43317,75.55778127821749,0,0,0,0,A,A,0,mEAPIx,3367738904,133520122,4
mEAWOx,Eastern Woodrat,Neotoma floridana,42650.0,Eastern Woodrat,Neotoma floridana,Native,LC,decreasing,1,15949,24.153006310305628,0,0,0,0,D,DD,1,mEAWOx,430686233,28848808,7
mEBSQx,Eastern Gray Squirrel,Sciurus carolinensis,42462.0,Eastern Gray Squirrel,Sciurus carolinensis,Native,LC,increasing,0,36353,38.025513769871786,0,0,0,0,A,A,0,mEBSQx,1389630201,90752659,7
mEFSQx,Eastern Fox Squirrel,Sciurus niger,20016.0,Delmarva Fox Squirrel,Sciurus niger,Native,LC,stable,0,45553,20.67809869917039,0,0,0,0,A,A,0,mEFSQx,957811161,61491354,6
mEHMOx,Eastern Harvest Mouse,Reithrodontomys humulis,42678.0,Eastern Harvest Mouse,Reithrodontomys humulis,Native,LC,stable,0,13814,28.084704833588344,0,0,0,0,A,A,0,mEHMOx,413140083,6676446,2
mEHVOx,Eastern Heather Vole,Phenacomys ungava,42637.0,Eastern Heather Vole,Phenacomys ungava,Native,LC,stable,0,96,53.634926404027155,0,1,1,1,B,TR,1,mEHVOx,5017879,2333920,47
mELK1x,Elk,Cervus elaphus,56003281.0,Moose,Alces alces,Native,LC,increasing,0,21108,64.81839393220456,0,0,0,0,A,A,0,mELK1x,1385546003,169171619,12
mERBAx,Eastern Red Bat,Lasiurus borealis,11347.0,Eastern Red Bat,Lasiurus borealis,Native,LC,stable,0,52372,46.63687589133647,0,0,0,0,A,A,0,mERBAx,2494295400,92184122,4
mERMIx,Ermine,Mustela erminea,29674.0,Stoat,Mustela erminea,Native,LC,stable,0,27735,35.14033890781721,0,0,0,0,A,A,0,mERMIx,964496225,137799443,14
mESFMx,Eastern Small-footed Myotis,Myotis leibii,14172.0,Eastern Small-footed Myotis,Myotis leibii,Native,LC,stable,0,14693,56.63431338950732,0,0,0,0,A,A,0,mESFMx,810634819,58881344,7
mESSKx,Eastern Spotted Skunk,Spilogale putorius,41636.0,Eastern Spotted Skunk,Spilogale putorius,Native,VU,decreasing,1,31214,55.95388785217219,0,0,0,0,D,DD,1,mESSKx,1880126209,47200062,3
mESTSx,Elliot's Short-tailed Shrew,Blarina hylophaga,41453.0,Elliot's Short-tailed Shrew,Blarina hylophaga,Native,LC,stable,0,7080,47.61355359111882,0,0,0,0,A,A,0,mESTSx,365614637,19887574,5
mEVBAx,Evening Bat,Nycticeius humeralis,14944.0,Evening Bat,Nycticeius humeralis,Native,LC,stable,0,24499,81.61065605910092,0,0,0,0,A,A,0,mEVBAx,2130591733,74889109,4
mFADEx,Fallow Deer,Dama dama,42188.0,Persian Fallow Deer,Dama dama,Introduced,LC,unknown,0,349,18.953270899867753,0,0,0,0,X,X,0,mFADEx,8397323,335401,4
mFBBAx,Florida Bonneted Bat,Eumops floridanus,136433.0,Florida Bonneted Bat,Eumops floridanus,Native,VU,decreasing,1,157,64.23916242862471,0,0,0,0,D,DD,1,mFBBAx,21771800,3826924,18
mFGSQx,Franklin's Ground Squirrel,Poliocitellus franklinii,41787.0,Franklin's Ground Squirrel,Poliocitellus franklinii,Native,LC,decreasing,1,12792,10.74952271206218,0,0,0,0,D,DD,1,mFGSQx,156480665,4726511,3
mFHMOx,Fulvous Harvest Mouse,Reithrodontomys fulvescens,19407.0,Fulvous Harvest Mouse,Reithrodontomys fulvescens,Native,LC,stable,0,9495,20.477519698767953,0,0,0,0,A,A,0,mFHMOx,224829674,5283072,2
mFISHx,Fisher,Martes pennanti,41651.0,Fisher,Martes pennanti,Native,LC,unknown,0,6576,25.12052774827372,0,0,0,0,A,A,0,mFISHx,156923717,22564342,14
mFLDEx,Florida Deermouse,Podomys floridanus,17830.0,Florida Deermouse,Podomys floridanus,Native,VU,decreasing,1,716,7.110636116895412,1,1,0,1,H,DD,1,mFLDEx,6537250,734252,11
mFOSHx,Fog Shrew,Sorex sonomae,41418.0,Fog Shrew,Sorex sonomae,Native,LC,stable,0,1176,67.89503383908689,0,0,0,0,A,A,0,mFOSHx,72174687,8758540,12
mFRMYx,Fringed Myotis,Myotis thysanodes,14206.0,Fringed Myotis,Myotis thysanodes,Native,LC,stable,0,29938,65.08039607576154,0,0,0,0,A,A,0,mFRMYx,2095046414,220503554,11
mGBBAx,Greater Bonneted Bat,Eumops perotis,8247.0,Western Mastiff Bat,Eumops perotis,Native,LC,decreasing,1,5621,35.23932710342595,0,0,0,0,D,DD,1,mGBBAx,214012451,19147090,9
mGBPMx,Great Basin Pocket Mouse,Perognathus parvus,42610.0,Great Basin Pocket Mouse,Perognathus parvus,Native,LC,stable,0,9883,57.435827030829294,0,1,0,1,B,TR,1,mGBPMx,647708446,71902818,11
mGCCHx,Gray-collared Chipmunk,Tamias cinereicollis,42570.0,Gray-collared Chipmunk,Neotamias cinereicollis,Native,LC,stable,0,1106,22.81706317744965,0,1,0,1,B,TR,1,mGCCHx,25032167,3330062,13
mGCKRx,Gulf Coast Kangaroo Rat,Dipodomys compactus,6685.0,Gulf Coast Kangaroo Rat,Dipodomys compactus,Native,LC,stable,0,741,53.09243178642416,0,0,0,0,A,A,0,mGCKRx,50401199,747441,1
mGEMSx,Gemsbok,Oryx gazella,15573.0,Gemsbok,Oryx gazella,Introduced,LC,stable,0,112,41.81714757774462,0,1,0,1,X,X,0,mGEMSx,5819156,473042,8
mGFCHx,Gray-footed Chipmunk,Tamias canipes,21364.0,Gray-footed Chipmunk,Neotamias canipes,Native,LC,stable,0,285,44.67757839701812,0,0,0,0,A,A,0,mGFCHx,14135047,895183,6
mGFSEx,Guadalupe Fur Seal,Arctocephalus townsendi,2061.0,Guadalupe Fur Seal,Arctocephalus townsendi,Native,LC,increasing,0,156,44.577565543667184,0,1,0,1,B,TR,1,mGFSEx,38990981,110592,0
